Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,121.34642,166.87935,138,7862,,,SUPERMERCADO,2015 ,Febrero
NARANJAS,34.78227,26.33620,076,3148,,,SUPERMERCADO,2015 ,Febrero
MANDARINAS,12.69826,18.00250,142,2794,,,SUPERMERCADO,2015 ,Febrero
LIMONES,2.75332,3.62283,132,1575,,,SUPERMERCADO,2015 ,Febrero
PLATANOS,23.61432,32.75369,139,5552,,,SUPERMERCADO,2015 ,Febrero
MANZANAS,18.05725,21.57073,119,4049,,,SUPERMERCADO,2015 ,Febrero
PERAS,8.39324,10.69974,127,2632,,,SUPERMERCADO,2015 ,Febrero
MELOCOTONES,10772,17212,16,043,,,SUPERMERCADO,2015 ,Febrero
ALBARICOQUES,3842,7024,183,016,,,SUPERMERCADO,2015 ,Febrero
FRESAS/FRESON,5.70748,20.53811,36,2735,,,SUPERMERCADO,2015 ,Febrero
MELON,1.63885,2.60878,159,311,,,SUPERMERCADO,2015 ,Febrero
SANDIA,16474,29461,179,052,,,SUPERMERCADO,2015 ,Febrero
CIRUELAS,30297,89064,294,197,,,SUPERMERCADO,2015 ,Febrero
CEREZAS,27944,43398,155,073,,,SUPERMERCADO,2015 ,Febrero
UVAS,94750,3.18654,336,551,,,SUPERMERCADO,2015 ,Febrero
KIWI,4.86347,11.29115,232,1899,,,SUPERMERCADO,2015 ,Febrero
AGUACATE,1.19218,3.68160,309,908,,,SUPERMERCADO,2015 ,Febrero
PIÑA,2.75009,3.98630,145,715,,,SUPERMERCADO,2015 ,Febrero
OTRAS FRUTAS FRESCAS,3.05491,6.73958,221,1227,,,SUPERMERCADO,2015 ,Febrero
FRUTAS IV GAMA,2.28444,4.15648,182,785,,,SUPERMERCADO,2015 ,Febrero
FRUTAS ECOLOGICAS,3.96000,6.47865,164,819,,,SUPERMERCADO,2015 ,Febrero
