Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,190.31325,247.34656,13,8041,,,SUPERMERCADO,2016 ,Julio
NARANJAS,16.20941,17.49731,108,1776,,,SUPERMERCADO,2016 ,Julio
MANDARINAS,25434,39424,155,065,,,SUPERMERCADO,2016 ,Julio
LIMONES,3.71932,8.72792,235,2052,,,SUPERMERCADO,2016 ,Julio
PLATANOS,18.50378,28.43097,154,4665,,,SUPERMERCADO,2016 ,Julio
MANZANAS,10.56158,15.02790,142,307,,,SUPERMERCADO,2016 ,Julio
PERAS,4.19143,6.27774,15,1646,,,SUPERMERCADO,2016 ,Julio
MELOCOTONES,11.02933,16.77492,152,3055,,,SUPERMERCADO,2016 ,Julio
NECTARINAS,8.96301,12.54846,14,2337,,,SUPERMERCADO,2016 ,Julio
ALBARICOQUES,2.82271,5.71714,203,1472,,,SUPERMERCADO,2016 ,Julio
FRESAS/FRESON,40415,1.56821,388,358,,,SUPERMERCADO,2016 ,Julio
MELON,32.04842,30.63508,096,3797,,,SUPERMERCADO,2016 ,Julio
SANDIA,55.25042,35.18395,064,4091,,,SUPERMERCADO,2016 ,Julio
CIRUELAS,1.74910,3.14946,18,1077,,,SUPERMERCADO,2016 ,Julio
CEREZAS,6.19744,23.03453,372,2514,,,SUPERMERCADO,2016 ,Julio
UVAS,82169,2.51542,306,5,,,SUPERMERCADO,2016 ,Julio
KIWI,4.40909,11.86212,269,1719,,,SUPERMERCADO,2016 ,Julio
AGUACATE,1.71094,5.92664,346,1062,,,SUPERMERCADO,2016 ,Julio
PIÑA,3.01969,4.21282,14,817,,,SUPERMERCADO,2016 ,Julio
OTRAS FRUTAS FRESCAS,8.44740,17.86173,211,2738,,,SUPERMERCADO,2016 ,Julio
FRUTAS IV GAMA,5.91597,8.38516,142,1242,,,SUPERMERCADO,2016 ,Julio
