Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,154.11718,235.94892,153,8381,,,SUPERMERCADO,2017 ,Marzo
NARANJAS,40.14564,34.60601,086,336,,,SUPERMERCADO,2017 ,Marzo
MANDARINAS,10.56157,17.00888,161,2516,,,SUPERMERCADO,2017 ,Marzo
LIMONES,3.82677,5.61758,147,1893,,,SUPERMERCADO,2017 ,Marzo
PLATANOS,31.08598,45.68882,147,6081,,,SUPERMERCADO,2017 ,Marzo
MANZANAS,22.54572,29.32381,13,4751,,,SUPERMERCADO,2017 ,Marzo
PERAS,10.72674,14.60595,136,306,,,SUPERMERCADO,2017 ,Marzo
MELOCOTONES,9018,16346,181,036,,,SUPERMERCADO,2017 ,Marzo
NECTARINAS,23376,44063,188,09,,,SUPERMERCADO,2017 ,Marzo
ALBARICOQUES,6504,11276,173,04,,,SUPERMERCADO,2017 ,Marzo
FRESAS/FRESON,14.84209,38.90367,262,442,,,SUPERMERCADO,2017 ,Marzo
MELON,2.63973,4.64467,176,468,,,SUPERMERCADO,2017 ,Marzo
SANDIA,94175,1.73999,185,282,,,SUPERMERCADO,2017 ,Marzo
CIRUELAS,98474,2.69513,274,584,,,SUPERMERCADO,2017 ,Marzo
CEREZAS,7722,17214,223,058,,,SUPERMERCADO,2017 ,Marzo
UVAS,1.30995,4.68285,357,671,,,SUPERMERCADO,2017 ,Marzo
KIWI,5.57991,13.39832,24,2177,,,SUPERMERCADO,2017 ,Marzo
AGUACATE,1.98345,7.17823,362,126,,,SUPERMERCADO,2017 ,Marzo
PIÑA,3.36226,5.24182,156,907,,,SUPERMERCADO,2017 ,Marzo
OTRAS FRUTAS FRESCAS,3.11468,9.72421,312,1298,,,SUPERMERCADO,2017 ,Marzo
POMELO,74174,1.09944,148,202,,,SUPERMERCADO,2017 ,Marzo
CHIRIMOYA,000,000,0,0,,,SUPERMERCADO,2017 ,Marzo
FRUTAS IV GAMA,3.79863,8.70281,229,1277,,,SUPERMERCADO,2017 ,Marzo
