Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,153.47295,237.41103,155,833,,,SUPERMERCADO,2017 ,Mayo
NARANJAS,31.14911,31.09748,1,3165,,,SUPERMERCADO,2017 ,Mayo
MANDARINAS,2.59466,3.94075,152,927,,,SUPERMERCADO,2017 ,Mayo
LIMONES,4.10535,7.28411,177,1846,,,SUPERMERCADO,2017 ,Mayo
PLATANOS,26.66377,37.94942,142,5866,,,SUPERMERCADO,2017 ,Mayo
MANZANAS,18.87619,25.01625,133,4381,,,SUPERMERCADO,2017 ,Mayo
PERAS,7.47846,11.42933,153,2452,,,SUPERMERCADO,2017 ,Mayo
MELOCOTONES,1.95982,4.46330,228,1032,,,SUPERMERCADO,2017 ,Mayo
NECTARINAS,2.20277,4.72710,215,1117,,,SUPERMERCADO,2017 ,Mayo
ALBARICOQUES,2.58737,5.88129,227,1442,,,SUPERMERCADO,2017 ,Mayo
FRESAS/FRESON,8.64655,19.70651,228,3416,,,SUPERMERCADO,2017 ,Mayo
MELON,6.55852,9.98446,152,1419,,,SUPERMERCADO,2017 ,Mayo
SANDIA,21.95557,21.36603,097,2637,,,SUPERMERCADO,2017 ,Mayo
CIRUELAS,46849,1.31936,282,302,,,SUPERMERCADO,2017 ,Mayo
CEREZAS,2.29716,8.94555,389,1372,,,SUPERMERCADO,2017 ,Mayo
UVAS,1.42106,4.69255,33,708,,,SUPERMERCADO,2017 ,Mayo
KIWI,4.47286,12.39474,277,185,,,SUPERMERCADO,2017 ,Mayo
AGUACATE,1.65954,6.28088,378,1124,,,SUPERMERCADO,2017 ,Mayo
PIÑA,3.70255,5.68661,154,971,,,SUPERMERCADO,2017 ,Mayo
OTRAS FRUTAS FRESCAS,4.67315,15.24531,326,2152,,,SUPERMERCADO,2017 ,Mayo
POMELO,93207,1.37256,147,239,,,SUPERMERCADO,2017 ,Mayo
CHIRIMOYA,000,000,0,0,,,SUPERMERCADO,2017 ,Mayo
FRUTAS IV GAMA,4.62258,8.14510,176,1298,,,SUPERMERCADO,2017 ,Mayo
