Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,126.07996,172.01904,136,785,,,SUPERMERCADO,2014 ,Noviembre
NARANJAS,27.00325,23.09073,086,2913,,,SUPERMERCADO,2014 ,Noviembre
MANDARINAS,16.81628,18.91311,112,3426,,,SUPERMERCADO,2014 ,Noviembre
LIMONES,3.17668,4.74513,149,1869,,,SUPERMERCADO,2014 ,Noviembre
PLATANOS,22.24485,33.72057,152,5258,,,SUPERMERCADO,2014 ,Noviembre
MANZANAS,16.11489,19.59810,122,3914,,,SUPERMERCADO,2014 ,Noviembre
PERAS,10.22709,11.85745,116,2874,,,SUPERMERCADO,2014 ,Noviembre
MELOCOTONES,61225,1.01764,166,214,,,SUPERMERCADO,2014 ,Noviembre
ALBARICOQUES,3579,5479,153,022,,,SUPERMERCADO,2014 ,Noviembre
FRESAS/FRESON,17909,44055,246,091,,,SUPERMERCADO,2014 ,Noviembre
MELON,3.93836,5.11041,13,701,,,SUPERMERCADO,2014 ,Noviembre
SANDIA,47318,59272,125,065,,,SUPERMERCADO,2014 ,Noviembre
CIRUELAS,1.08376,1.47877,136,558,,,SUPERMERCADO,2014 ,Noviembre
CEREZAS,25129,49740,198,1,,,SUPERMERCADO,2014 ,Noviembre
UVAS,2.99089,7.28610,244,1165,,,SUPERMERCADO,2014 ,Noviembre
KIWI,4.77505,14.05454,294,1711,,,SUPERMERCADO,2014 ,Noviembre
AGUACATE,1.31405,3.72420,283,801,,,SUPERMERCADO,2014 ,Noviembre
PIÑA,3.87247,4.93114,127,985,,,SUPERMERCADO,2014 ,Noviembre
OTRAS FRUTAS FRESCAS,10.97073,20.90568,191,2989,,,SUPERMERCADO,2014 ,Noviembre
FRUTAS IV GAMA,2.35427,4.11439,175,739,,,SUPERMERCADO,2014 ,Noviembre
FRUTAS ECOLOGICAS,6.14901,9.44669,154,1025,,,SUPERMERCADO,2014 ,Noviembre
