Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,1.23227,1.35003,11,155,,,INTERNET,2019 ,Noviembre
PATATAS FRESCAS,77838,79152,102,1,,,INTERNET,2019 ,Noviembre
PATATAS CONGELADAS,5920,6695,113,016,,,INTERNET,2019 ,Noviembre
PATATAS PROCESADAS,7894,49157,623,081,,,INTERNET,2019 ,Noviembre
PATATAS FRITAS,5488,44688,814,073,,,INTERNET,2019 ,Noviembre
T.HORTALIZAS FRESCAS,1.56861,3.35551,214,307,,,INTERNET,2019 ,Noviembre
TOMATES,23987,49440,206,131,,,INTERNET,2019 ,Noviembre
CEBOLLAS,27969,34422,123,112,,,INTERNET,2019 ,Noviembre
AJOS,2361,10736,455,032,,,INTERNET,2019 ,Noviembre
COLES,2189,2912,133,011,,,INTERNET,2019 ,Noviembre
PEPINOS,3539,4616,13,03,,,INTERNET,2019 ,Noviembre
JUDIAS VERDES,3567,11412,32,028,,,INTERNET,2019 ,Noviembre
PIMIENTOS,9681,21292,22,078,,,INTERNET,2019 ,Noviembre
CHAMPIÑONES+O.SETAS,4360,25153,577,047,,,INTERNET,2019 ,Noviembre
LECHUGA/ESC./ENDIVIA,10794,41504,385,108,,,INTERNET,2019 ,Noviembre
ESPARRAGOS,2366,11814,499,015,,,INTERNET,2019 ,Noviembre
VERDURAS DE HOJA,2916,9552,328,028,,,INTERNET,2019 ,Noviembre
BERENJENAS,4248,7660,18,031,,,INTERNET,2019 ,Noviembre
ZANAHORIAS,10808,9485,088,053,,,INTERNET,2019 ,Noviembre
CALABACINES,17388,22999,132,087,,,INTERNET,2019 ,Noviembre
OTR.HORTALIZAS/VERD.,30687,72555,236,142,,,INTERNET,2019 ,Noviembre
BROCOLI,6535,11767,18,037,,,INTERNET,2019 ,Noviembre
ALCACHOFAS,000,000,0,0,,,INTERNET,2019 ,Noviembre
APIO,1397,1928,138,007,,,INTERNET,2019 ,Noviembre
COLIFLOR,1435,3340,233,005,,,INTERNET,2019 ,Noviembre
VERD./HORT. IV GAMA,15652,62230,398,127,,,INTERNET,2019 ,Noviembre
PUERRO,3028,10315,341,036,,,INTERNET,2019 ,Noviembre
