Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,1.02598,89064,087,142,,,INTERNET,2017 ,Noviembre
PATATAS FRESCAS,56851,41637,073,079,,,INTERNET,2017 ,Noviembre
PATATAS CONGELADAS,3252,5725,176,015,,,INTERNET,2017 ,Noviembre
PATATAS PROCESADAS,8499,41702,491,084,,,INTERNET,2017 ,Noviembre
T.HORTALIZAS FRESCAS,95034,1.87094,197,248,,,INTERNET,2017 ,Noviembre
TOMATES,14855,27614,186,09,,,INTERNET,2017 ,Noviembre
CEBOLLAS,15444,15024,097,063,,,INTERNET,2017 ,Noviembre
AJOS,1267,5283,417,018,,,INTERNET,2017 ,Noviembre
COLES,2905,2473,085,012,,,INTERNET,2017 ,Noviembre
PEPINOS,1216,1989,164,009,,,INTERNET,2017 ,Noviembre
JUDIAS VERDES,3134,12116,387,029,,,INTERNET,2017 ,Noviembre
PIMIENTOS,5678,12351,218,038,,,INTERNET,2017 ,Noviembre
CHAMPIÑONES+O.SETAS,2781,11307,407,031,,,INTERNET,2017 ,Noviembre
LECHUGA/ESC./ENDIVIA,7212,24153,335,06,,,INTERNET,2017 ,Noviembre
ESPARRAGOS,710,5258,74,012,,,INTERNET,2017 ,Noviembre
VERDURAS DE HOJA,1070,4740,443,02,,,INTERNET,2017 ,Noviembre
BERENJENAS,3698,5249,142,027,,,INTERNET,2017 ,Noviembre
ZANAHORIAS,10831,8605,079,05,,,INTERNET,2017 ,Noviembre
CALABACINES,5817,8102,139,043,,,INTERNET,2017 ,Noviembre
OTR.HORTALIZAS/VERD.,18417,42831,233,095,,,INTERNET,2017 ,Noviembre
BROCOLI,3456,5744,166,014,,,INTERNET,2017 ,Noviembre
ALCACHOFAS,810,2070,255,004,,,INTERNET,2017 ,Noviembre
VERD./HORT. IV GAMA,8786,36178,412,085,,,INTERNET,2017 ,Noviembre
