Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,1.11351,75100,067,12,,,INTERNET,2014 ,Noviembre
PATATAS FRESCAS,56554,31825,056,066,,,INTERNET,2014 ,Noviembre
PATATAS CONGELADAS,1093,1074,098,005,,,INTERNET,2014 ,Noviembre
PATATAS PROCESADAS,10741,42200,393,077,,,INTERNET,2014 ,Noviembre
T.HORTALIZAS FRESCAS,1.03793,1.92669,186,211,,,INTERNET,2014 ,Noviembre
TOMATES,21551,38953,181,089,,,INTERNET,2014 ,Noviembre
CEBOLLAS,16836,14084,084,074,,,INTERNET,2014 ,Noviembre
AJOS,1127,4889,434,029,,,INTERNET,2014 ,Noviembre
COLES,1493,1959,131,008,,,INTERNET,2014 ,Noviembre
PEPINOS,5544,7257,131,024,,,INTERNET,2014 ,Noviembre
JUDIAS VERDES,1896,7129,376,016,,,INTERNET,2014 ,Noviembre
PIMIENTOS,6333,11883,188,054,,,INTERNET,2014 ,Noviembre
CHAMPIÑONES+O.SETAS,2595,11345,437,032,,,INTERNET,2014 ,Noviembre
LECHUGA/ESC./ENDIVIA,7371,25738,349,078,,,INTERNET,2014 ,Noviembre
ESPARRAGOS,1102,3422,311,009,,,INTERNET,2014 ,Noviembre
VERDURAS DE HOJA,294,1029,35,006,,,INTERNET,2014 ,Noviembre
BERENJENAS,3071,4146,135,012,,,INTERNET,2014 ,Noviembre
ZANAHORIAS,6384,5035,079,041,,,INTERNET,2014 ,Noviembre
CALABACINES,8162,12779,157,03,,,INTERNET,2014 ,Noviembre
OTR.HORTALIZAS/VERD.,20034,43021,215,1,,,INTERNET,2014 ,Noviembre
VERD./HORT. IV GAMA,6664,30443,457,067,,,INTERNET,2014 ,Noviembre
VERD./HORT. ECOLOGIC,2587,5233,202,011,,,INTERNET,2014 ,Noviembre
