Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,53478,47153,088,087,,,INTERNET,2014 ,Octubre
PATATAS FRESCAS,24888,17797,072,041,,,INTERNET,2014 ,Octubre
PATATAS CONGELADAS,3030,4008,132,009,,,INTERNET,2014 ,Octubre
PATATAS PROCESADAS,5112,25348,496,053,,,INTERNET,2014 ,Octubre
T.HORTALIZAS FRESCAS,54607,1.09678,201,156,,,INTERNET,2014 ,Octubre
TOMATES,7900,13337,169,042,,,INTERNET,2014 ,Octubre
CEBOLLAS,8853,9043,102,029,,,INTERNET,2014 ,Octubre
AJOS,328,1790,546,007,,,INTERNET,2014 ,Octubre
COLES,281,283,101,003,,,INTERNET,2014 ,Octubre
PEPINOS,2204,3275,149,017,,,INTERNET,2014 ,Octubre
JUDIAS VERDES,2392,6922,289,013,,,INTERNET,2014 ,Octubre
PIMIENTOS,4348,8783,202,039,,,INTERNET,2014 ,Octubre
CHAMPIÑONES+O.SETAS,2292,10939,477,029,,,INTERNET,2014 ,Octubre
LECHUGA/ESC./ENDIVIA,7301,14214,195,052,,,INTERNET,2014 ,Octubre
ESPARRAGOS,473,2781,588,007,,,INTERNET,2014 ,Octubre
VERDURAS DE HOJA,872,2988,342,009,,,INTERNET,2014 ,Octubre
BERENJENAS,2068,3559,172,014,,,INTERNET,2014 ,Octubre
ZANAHORIAS,3894,3554,091,021,,,INTERNET,2014 ,Octubre
CALABACINES,2701,4700,174,022,,,INTERNET,2014 ,Octubre
OTR.HORTALIZAS/VERD.,8699,23511,27,051,,,INTERNET,2014 ,Octubre
VERD./HORT. IV GAMA,4045,16570,41,039,,,INTERNET,2014 ,Octubre
VERD./HORT. ECOLOGIC,5699,14642,257,007,,,INTERNET,2014 ,Octubre
