Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,62253,55361,089,062,,,INTERNET,2014 ,Enero
PATATAS FRESCAS,28811,26129,091,038,,,INTERNET,2014 ,Enero
PATATAS CONGELADAS,2617,2764,106,004,,,INTERNET,2014 ,Enero
PATATAS PROCESADAS,6165,26468,429,039,,,INTERNET,2014 ,Enero
T.HORTALIZAS FRESCAS,45134,84018,186,103,,,INTERNET,2014 ,Enero
TOMATES,5306,9360,176,034,,,INTERNET,2014 ,Enero
CEBOLLAS,9291,7465,08,027,,,INTERNET,2014 ,Enero
AJOS,406,1941,479,011,,,INTERNET,2014 ,Enero
COLES,349,455,13,002,,,INTERNET,2014 ,Enero
PEPINOS,229,342,149,004,,,INTERNET,2014 ,Enero
JUDIAS VERDES,563,1790,318,005,,,INTERNET,2014 ,Enero
PIMIENTOS,2431,4578,188,024,,,INTERNET,2014 ,Enero
CHAMPIÑONES+O.SETAS,728,4446,61,012,,,INTERNET,2014 ,Enero
LECHUGA/ESC./ENDIVIA,1213,4436,366,015,,,INTERNET,2014 ,Enero
ESPARRAGOS,000,000,0,0,,,INTERNET,2014 ,Enero
VERDURAS DE HOJA,745,2425,326,008,,,INTERNET,2014 ,Enero
BERENJENAS,102,231,225,002,,,INTERNET,2014 ,Enero
ZANAHORIAS,1765,1911,108,012,,,INTERNET,2014 ,Enero
CALABACINES,876,2160,247,008,,,INTERNET,2014 ,Enero
OTR.HORTALIZAS/VERD.,21130,42478,201,072,,,INTERNET,2014 ,Enero
VERD./HORT. IV GAMA,3019,15198,503,036,,,INTERNET,2014 ,Enero
VERD./HORT. ECOLOGIC,7237,11211,155,012,,,INTERNET,2014 ,Enero
