Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,1.03239,91569,089,144,,,INTERNET,2016 ,Julio
PATATAS FRESCAS,61380,45681,074,091,,,INTERNET,2016 ,Julio
PATATAS CONGELADAS,3710,6582,177,016,,,INTERNET,2016 ,Julio
PATATAS PROCESADAS,7630,39306,515,068,,,INTERNET,2016 ,Julio
T.HORTALIZAS FRESCAS,84366,1.49155,177,2,,,INTERNET,2016 ,Julio
TOMATES,22112,32410,147,094,,,INTERNET,2016 ,Julio
CEBOLLAS,17559,15075,086,076,,,INTERNET,2016 ,Julio
AJOS,619,3084,498,013,,,INTERNET,2016 ,Julio
COLES,694,457,066,003,,,INTERNET,2016 ,Julio
PEPINOS,4481,6044,135,036,,,INTERNET,2016 ,Julio
JUDIAS VERDES,2695,7754,288,025,,,INTERNET,2016 ,Julio
PIMIENTOS,8289,15912,192,06,,,INTERNET,2016 ,Julio
CHAMPIÑONES+O.SETAS,1483,6319,426,014,,,INTERNET,2016 ,Julio
LECHUGA/ESC./ENDIVIA,3860,14599,378,032,,,INTERNET,2016 ,Julio
ESPARRAGOS,214,2309,1077,005,,,INTERNET,2016 ,Julio
VERDURAS DE HOJA,729,2357,323,008,,,INTERNET,2016 ,Julio
BERENJENAS,1997,4305,216,029,,,INTERNET,2016 ,Julio
ZANAHORIAS,5069,3798,075,031,,,INTERNET,2016 ,Julio
CALABACINES,6485,9538,147,039,,,INTERNET,2016 ,Julio
OTR.HORTALIZAS/VERD.,8080,25195,312,06,,,INTERNET,2016 ,Julio
VERD./HORT. IV GAMA,5665,25634,453,05,,,INTERNET,2016 ,Julio
