Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,1.35573,1.20973,089,168,,,INTERNET,2019 ,Enero
PATATAS FRESCAS,72504,63073,087,101,,,INTERNET,2019 ,Enero
PATATAS CONGELADAS,2873,3191,111,017,,,INTERNET,2019 ,Enero
PATATAS PROCESADAS,12039,54709,454,097,,,INTERNET,2019 ,Enero
PATATAS FRITAS,6192,44646,721,083,,,INTERNET,2019 ,Enero
T.HORTALIZAS FRESCAS,1.30703,2.78749,213,311,,,INTERNET,2019 ,Enero
TOMATES,20441,43144,211,125,,,INTERNET,2019 ,Enero
CEBOLLAS,28151,32852,117,111,,,INTERNET,2019 ,Enero
AJOS,2028,8302,409,021,,,INTERNET,2019 ,Enero
COLES,2844,3719,131,012,,,INTERNET,2019 ,Enero
PEPINOS,3342,4597,138,022,,,INTERNET,2019 ,Enero
JUDIAS VERDES,929,3107,335,011,,,INTERNET,2019 ,Enero
PIMIENTOS,5931,15344,259,055,,,INTERNET,2019 ,Enero
CHAMPIÑONES+O.SETAS,4847,25354,523,063,,,INTERNET,2019 ,Enero
LECHUGA/ESC./ENDIVIA,9156,30070,328,08,,,INTERNET,2019 ,Enero
ESPARRAGOS,398,3210,806,006,,,INTERNET,2019 ,Enero
VERDURAS DE HOJA,2776,8026,289,027,,,INTERNET,2019 ,Enero
BERENJENAS,2591,5024,194,02,,,INTERNET,2019 ,Enero
ZANAHORIAS,12276,13224,108,065,,,INTERNET,2019 ,Enero
CALABACINES,6047,10551,174,035,,,INTERNET,2019 ,Enero
OTR.HORTALIZAS/VERD.,28944,72226,25,131,,,INTERNET,2019 ,Enero
BROCOLI,4703,6522,139,026,,,INTERNET,2019 ,Enero
ALCACHOFAS,3178,9117,287,02,,,INTERNET,2019 ,Enero
APIO,193,388,201,002,,,INTERNET,2019 ,Enero
COLIFLOR,1279,1586,124,006,,,INTERNET,2019 ,Enero
VERD./HORT. IV GAMA,12477,45049,361,096,,,INTERNET,2019 ,Enero
PUERRO,2589,7833,303,029,,,INTERNET,2019 ,Enero
