Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,1.34795,1.37274,102,173,,,INTERNET,2019 ,Julio
PATATAS FRESCAS,87294,76634,088,121,,,INTERNET,2019 ,Julio
PATATAS CONGELADAS,3005,4390,146,008,,,INTERNET,2019 ,Julio
PATATAS PROCESADAS,8899,56250,632,076,,,INTERNET,2019 ,Julio
PATATAS FRITAS,6466,51797,801,073,,,INTERNET,2019 ,Julio
T.HORTALIZAS FRESCAS,1.31408,2.92616,223,293,,,INTERNET,2019 ,Julio
TOMATES,35738,62149,174,129,,,INTERNET,2019 ,Julio
CEBOLLAS,24503,34311,14,091,,,INTERNET,2019 ,Julio
AJOS,1717,11055,644,035,,,INTERNET,2019 ,Julio
COLES,1149,2586,225,007,,,INTERNET,2019 ,Julio
PEPINOS,8816,10072,114,049,,,INTERNET,2019 ,Julio
JUDIAS VERDES,1819,5660,311,017,,,INTERNET,2019 ,Julio
PIMIENTOS,7999,18013,225,083,,,INTERNET,2019 ,Julio
CHAMPIÑONES+O.SETAS,3179,17711,557,033,,,INTERNET,2019 ,Julio
LECHUGA/ESC./ENDIVIA,13236,45620,345,112,,,INTERNET,2019 ,Julio
ESPARRAGOS,673,4382,651,007,,,INTERNET,2019 ,Julio
VERDURAS DE HOJA,1749,5509,315,022,,,INTERNET,2019 ,Julio
BERENJENAS,1465,2095,143,016,,,INTERNET,2019 ,Julio
ZANAHORIAS,9542,8300,087,06,,,INTERNET,2019 ,Julio
CALABACINES,6188,8512,138,036,,,INTERNET,2019 ,Julio
OTR.HORTALIZAS/VERD.,13636,56641,415,104,,,INTERNET,2019 ,Julio
BROCOLI,1053,2467,234,015,,,INTERNET,2019 ,Julio
ALCACHOFAS,000,000,0,0,,,INTERNET,2019 ,Julio
APIO,000,000,0,0,,,INTERNET,2019 ,Julio
COLIFLOR,937,1855,198,003,,,INTERNET,2019 ,Julio
VERD./HORT. IV GAMA,22775,79405,349,124,,,INTERNET,2019 ,Julio
PUERRO,2271,7765,342,019,,,INTERNET,2019 ,Julio
