Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,1.03944,97832,094,099,,,INTERNET,2016 ,Mayo
PATATAS FRESCAS,54809,43304,079,056,,,INTERNET,2016 ,Mayo
PATATAS CONGELADAS,4998,5270,105,019,,,INTERNET,2016 ,Mayo
PATATAS PROCESADAS,8827,49258,558,066,,,INTERNET,2016 ,Mayo
T.HORTALIZAS FRESCAS,90426,1.74955,193,196,,,INTERNET,2016 ,Mayo
TOMATES,19041,37507,197,085,,,INTERNET,2016 ,Mayo
CEBOLLAS,16034,16239,101,061,,,INTERNET,2016 ,Mayo
AJOS,1472,6852,466,019,,,INTERNET,2016 ,Mayo
COLES,700,1027,147,009,,,INTERNET,2016 ,Mayo
PEPINOS,6251,8672,139,045,,,INTERNET,2016 ,Mayo
JUDIAS VERDES,2926,7543,258,024,,,INTERNET,2016 ,Mayo
PIMIENTOS,6211,14094,227,056,,,INTERNET,2016 ,Mayo
CHAMPIÑONES+O.SETAS,1892,7878,416,03,,,INTERNET,2016 ,Mayo
LECHUGA/ESC./ENDIVIA,3139,15841,505,035,,,INTERNET,2016 ,Mayo
ESPARRAGOS,1301,6402,492,018,,,INTERNET,2016 ,Mayo
VERDURAS DE HOJA,3025,6103,202,025,,,INTERNET,2016 ,Mayo
BERENJENAS,1286,1496,116,007,,,INTERNET,2016 ,Mayo
ZANAHORIAS,7046,5807,082,04,,,INTERNET,2016 ,Mayo
CALABACINES,8322,11242,135,046,,,INTERNET,2016 ,Mayo
OTR.HORTALIZAS/VERD.,11781,28251,24,078,,,INTERNET,2016 ,Mayo
VERD./HORT. IV GAMA,7558,32704,433,057,,,INTERNET,2016 ,Mayo
