Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,96488,90741,094,132,,,INTERNET,2017 ,Mayo
PATATAS FRESCAS,58920,47701,081,066,,,INTERNET,2017 ,Mayo
PATATAS CONGELADAS,4903,5375,11,019,,,INTERNET,2017 ,Mayo
PATATAS PROCESADAS,6533,37665,577,077,,,INTERNET,2017 ,Mayo
T.HORTALIZAS FRESCAS,87386,1.65022,189,191,,,INTERNET,2017 ,Mayo
TOMATES,19579,35185,18,089,,,INTERNET,2017 ,Mayo
CEBOLLAS,17806,16324,092,049,,,INTERNET,2017 ,Mayo
AJOS,1342,6316,471,015,,,INTERNET,2017 ,Mayo
COLES,1065,798,075,007,,,INTERNET,2017 ,Mayo
PEPINOS,3590,4098,114,028,,,INTERNET,2017 ,Mayo
JUDIAS VERDES,1592,4187,263,016,,,INTERNET,2017 ,Mayo
PIMIENTOS,4599,10234,223,044,,,INTERNET,2017 ,Mayo
CHAMPIÑONES+O.SETAS,1934,6021,311,025,,,INTERNET,2017 ,Mayo
LECHUGA/ESC./ENDIVIA,6036,22090,366,052,,,INTERNET,2017 ,Mayo
ESPARRAGOS,956,4011,42,01,,,INTERNET,2017 ,Mayo
VERDURAS DE HOJA,1342,5382,401,022,,,INTERNET,2017 ,Mayo
BERENJENAS,1441,1928,134,015,,,INTERNET,2017 ,Mayo
ZANAHORIAS,6500,4228,065,035,,,INTERNET,2017 ,Mayo
CALABACINES,6332,7714,122,035,,,INTERNET,2017 ,Mayo
OTR.HORTALIZAS/VERD.,13271,36505,275,093,,,INTERNET,2017 ,Mayo
BROCOLI,2088,4880,234,018,,,INTERNET,2017 ,Mayo
ALCACHOFAS,3147,4560,145,018,,,INTERNET,2017 ,Mayo
VERD./HORT. IV GAMA,8312,33174,399,076,,,INTERNET,2017 ,Mayo
