Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,30429,34541,114,047,,,INTERNET,2013 ,Junio
PATATAS FRESCAS,8933,9361,105,012,,,INTERNET,2013 ,Junio
PATATAS CONGELADAS,3429,3555,104,008,,,INTERNET,2013 ,Junio
PATATAS PROCESADAS,3613,21626,598,034,,,INTERNET,2013 ,Junio
T.HORTALIZAS FRESCAS,33816,70816,209,119,,,INTERNET,2013 ,Junio
TOMATES,5286,8320,157,028,,,INTERNET,2013 ,Junio
CEBOLLAS,5536,6322,114,033,,,INTERNET,2013 ,Junio
AJOS,525,2804,534,012,,,INTERNET,2013 ,Junio
COLES,000,000,0,0,,,INTERNET,2013 ,Junio
PEPINOS,1594,2088,131,015,,,INTERNET,2013 ,Junio
JUDIAS VERDES,760,2017,265,007,,,INTERNET,2013 ,Junio
PIMIENTOS,2502,5316,212,018,,,INTERNET,2013 ,Junio
CHAMPIÑONES+O.SETAS,1495,7519,503,018,,,INTERNET,2013 ,Junio
LECHUGA/ESC./ENDIVIA,4042,9038,224,039,,,INTERNET,2013 ,Junio
ESPARRAGOS,179,666,372,003,,,INTERNET,2013 ,Junio
VERDURAS DE HOJA,379,1474,389,006,,,INTERNET,2013 ,Junio
BERENJENAS,208,269,13,003,,,INTERNET,2013 ,Junio
ZANAHORIAS,3586,2956,082,014,,,INTERNET,2013 ,Junio
CALABACINES,2134,2392,112,012,,,INTERNET,2013 ,Junio
OTR.HORTALIZAS/VERD.,5589,19636,351,054,,,INTERNET,2013 ,Junio
VERD./HORT. IV GAMA,3789,15721,415,035,,,INTERNET,2013 ,Junio
VERD./HORT. ECOLOGIC,419,506,121,002,,,INTERNET,2013 ,Junio
