Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,49457,44336,09,059,,,INTERNET,2013 ,Marzo
PATATAS FRESCAS,24471,18845,077,027,,,INTERNET,2013 ,Marzo
PATATAS CONGELADAS,2043,2139,105,007,,,INTERNET,2013 ,Marzo
PATATAS PROCESADAS,4589,23351,509,038,,,INTERNET,2013 ,Marzo
T.HORTALIZAS FRESCAS,44372,84407,19,105,,,INTERNET,2013 ,Marzo
TOMATES,9483,15183,16,038,,,INTERNET,2013 ,Marzo
CEBOLLAS,7224,6293,087,017,,,INTERNET,2013 ,Marzo
AJOS,582,2974,511,008,,,INTERNET,2013 ,Marzo
COLES,045,199,44,001,,,INTERNET,2013 ,Marzo
PEPINOS,057,147,258,001,,,INTERNET,2013 ,Marzo
JUDIAS VERDES,874,2207,253,007,,,INTERNET,2013 ,Marzo
PIMIENTOS,6078,13110,216,035,,,INTERNET,2013 ,Marzo
CHAMPIÑONES+O.SETAS,1695,7818,461,014,,,INTERNET,2013 ,Marzo
LECHUGA/ESC./ENDIVIA,1754,5057,288,015,,,INTERNET,2013 ,Marzo
ESPARRAGOS,192,183,095,001,,,INTERNET,2013 ,Marzo
VERDURAS DE HOJA,190,754,397,004,,,INTERNET,2013 ,Marzo
BERENJENAS,171,409,24,002,,,INTERNET,2013 ,Marzo
ZANAHORIAS,2176,1619,074,015,,,INTERNET,2013 ,Marzo
CALABACINES,4137,5693,138,021,,,INTERNET,2013 ,Marzo
OTR.HORTALIZAS/VERD.,9714,22761,234,052,,,INTERNET,2013 ,Marzo
VERD./HORT. IV GAMA,3926,16804,428,039,,,INTERNET,2013 ,Marzo
VERD./HORT. ECOLOGIC,1337,2039,152,006,,,INTERNET,2013 ,Marzo
