Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,75620,75735,1,117,,,INTERNET,2014 ,Diciembre
PATATAS FRESCAS,33756,23621,07,048,,,INTERNET,2014 ,Diciembre
PATATAS CONGELADAS,2141,2130,1,007,,,INTERNET,2014 ,Diciembre
PATATAS PROCESADAS,7945,49984,629,077,,,INTERNET,2014 ,Diciembre
T.HORTALIZAS FRESCAS,73190,1.36024,186,159,,,INTERNET,2014 ,Diciembre
TOMATES,13955,22809,163,08,,,INTERNET,2014 ,Diciembre
CEBOLLAS,9006,9833,109,026,,,INTERNET,2014 ,Diciembre
AJOS,716,3543,495,011,,,INTERNET,2014 ,Diciembre
COLES,2598,3332,128,016,,,INTERNET,2014 ,Diciembre
PEPINOS,1584,2161,136,007,,,INTERNET,2014 ,Diciembre
JUDIAS VERDES,2857,8094,283,022,,,INTERNET,2014 ,Diciembre
PIMIENTOS,7729,12846,166,053,,,INTERNET,2014 ,Diciembre
CHAMPIÑONES+O.SETAS,1805,7770,43,016,,,INTERNET,2014 ,Diciembre
LECHUGA/ESC./ENDIVIA,5752,19466,338,056,,,INTERNET,2014 ,Diciembre
ESPARRAGOS,1387,2132,154,005,,,INTERNET,2014 ,Diciembre
VERDURAS DE HOJA,115,524,456,002,,,INTERNET,2014 ,Diciembre
BERENJENAS,1513,1989,131,012,,,INTERNET,2014 ,Diciembre
ZANAHORIAS,3254,2688,083,022,,,INTERNET,2014 ,Diciembre
CALABACINES,4880,8350,171,033,,,INTERNET,2014 ,Diciembre
OTR.HORTALIZAS/VERD.,16039,30488,19,073,,,INTERNET,2014 ,Diciembre
VERD./HORT. IV GAMA,4706,17915,381,038,,,INTERNET,2014 ,Diciembre
VERD./HORT. ECOLOGIC,3041,7005,23,008,,,INTERNET,2014 ,Diciembre
