Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,77798,83123,107,089,,,INTERNET,2013 ,Agosto
PATATAS FRESCAS,33917,40322,119,048,,,INTERNET,2013 ,Agosto
PATATAS CONGELADAS,2170,2321,107,007,,,INTERNET,2013 ,Agosto
PATATAS PROCESADAS,8342,40480,485,059,,,INTERNET,2013 ,Agosto
T.HORTALIZAS FRESCAS,42046,81887,195,124,,,INTERNET,2013 ,Agosto
TOMATES,10777,16568,154,068,,,INTERNET,2013 ,Agosto
CEBOLLAS,4709,5544,118,025,,,INTERNET,2013 ,Agosto
AJOS,1191,5925,497,017,,,INTERNET,2013 ,Agosto
COLES,1413,1396,099,008,,,INTERNET,2013 ,Agosto
PEPINOS,3114,3008,097,022,,,INTERNET,2013 ,Agosto
JUDIAS VERDES,1452,3544,244,013,,,INTERNET,2013 ,Agosto
PIMIENTOS,2540,4897,193,026,,,INTERNET,2013 ,Agosto
CHAMPIÑONES+O.SETAS,2133,8455,396,027,,,INTERNET,2013 ,Agosto
LECHUGA/ESC./ENDIVIA,1836,5805,316,019,,,INTERNET,2013 ,Agosto
ESPARRAGOS,000,000,0,0,,,INTERNET,2013 ,Agosto
VERDURAS DE HOJA,496,1473,297,008,,,INTERNET,2013 ,Agosto
BERENJENAS,286,366,128,003,,,INTERNET,2013 ,Agosto
ZANAHORIAS,3410,2540,074,029,,,INTERNET,2013 ,Agosto
CALABACINES,3925,6349,162,022,,,INTERNET,2013 ,Agosto
OTR.HORTALIZAS/VERD.,4762,16016,336,051,,,INTERNET,2013 ,Agosto
VERD./HORT. IV GAMA,3812,15760,413,054,,,INTERNET,2013 ,Agosto
VERD./HORT. ECOLOGIC,1349,4404,326,022,,,INTERNET,2013 ,Agosto
