Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,1.01505,1.04850,103,142,,,INTERNET,2018 ,Junio
PATATAS FRESCAS,54170,49939,092,072,,,INTERNET,2018 ,Junio
PATATAS CONGELADAS,2788,3575,128,012,,,INTERNET,2018 ,Junio
PATATAS PROCESADAS,8909,51336,576,09,,,INTERNET,2018 ,Junio
T.HORTALIZAS FRESCAS,1.06200,2.26088,213,25,,,INTERNET,2018 ,Junio
TOMATES,25239,44109,175,118,,,INTERNET,2018 ,Junio
CEBOLLAS,16317,17972,11,058,,,INTERNET,2018 ,Junio
AJOS,982,6119,623,018,,,INTERNET,2018 ,Junio
COLES,991,1231,124,003,,,INTERNET,2018 ,Junio
PEPINOS,2759,3431,124,021,,,INTERNET,2018 ,Junio
JUDIAS VERDES,3362,11031,328,026,,,INTERNET,2018 ,Junio
PIMIENTOS,8960,19428,217,059,,,INTERNET,2018 ,Junio
CHAMPIÑONES+O.SETAS,2287,9587,419,022,,,INTERNET,2018 ,Junio
LECHUGA/ESC./ENDIVIA,6061,28049,463,067,,,INTERNET,2018 ,Junio
ESPARRAGOS,1940,4887,252,011,,,INTERNET,2018 ,Junio
VERDURAS DE HOJA,1525,6276,412,016,,,INTERNET,2018 ,Junio
BERENJENAS,1890,2250,119,007,,,INTERNET,2018 ,Junio
ZANAHORIAS,10467,9644,092,055,,,INTERNET,2018 ,Junio
CALABACINES,6286,7793,124,038,,,INTERNET,2018 ,Junio
OTR.HORTALIZAS/VERD.,17133,54280,317,112,,,INTERNET,2018 ,Junio
BROCOLI,1681,3171,189,01,,,INTERNET,2018 ,Junio
ALCACHOFAS,509,895,176,005,,,INTERNET,2018 ,Junio
VERD./HORT. IV GAMA,11428,56257,492,087,,,INTERNET,2018 ,Junio
