Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,62604,65872,105,113,,,INTERNET,2014 ,Abril
PATATAS FRESCAS,31543,23420,074,056,,,INTERNET,2014 ,Abril
PATATAS CONGELADAS,3200,5170,162,013,,,INTERNET,2014 ,Abril
PATATAS PROCESADAS,5572,37283,669,062,,,INTERNET,2014 ,Abril
T.HORTALIZAS FRESCAS,85434,1.47156,172,248,,,INTERNET,2014 ,Abril
TOMATES,13880,22115,159,084,,,INTERNET,2014 ,Abril
CEBOLLAS,12838,15267,119,059,,,INTERNET,2014 ,Abril
AJOS,1284,5557,433,018,,,INTERNET,2014 ,Abril
COLES,000,000,0,0,,,INTERNET,2014 ,Abril
PEPINOS,4109,5010,122,03,,,INTERNET,2014 ,Abril
JUDIAS VERDES,1143,3041,266,017,,,INTERNET,2014 ,Abril
PIMIENTOS,3214,5984,186,042,,,INTERNET,2014 ,Abril
CHAMPIÑONES+O.SETAS,2633,4255,162,019,,,INTERNET,2014 ,Abril
LECHUGA/ESC./ENDIVIA,2733,8553,313,036,,,INTERNET,2014 ,Abril
ESPARRAGOS,577,1999,346,007,,,INTERNET,2014 ,Abril
VERDURAS DE HOJA,1514,3976,263,017,,,INTERNET,2014 ,Abril
BERENJENAS,713,946,133,013,,,INTERNET,2014 ,Abril
ZANAHORIAS,7514,5832,078,048,,,INTERNET,2014 ,Abril
CALABACINES,7839,6897,088,037,,,INTERNET,2014 ,Abril
OTR.HORTALIZAS/VERD.,25444,57723,227,113,,,INTERNET,2014 ,Abril
VERD./HORT. IV GAMA,6163,24975,405,063,,,INTERNET,2014 ,Abril
VERD./HORT. ECOLOGIC,4146,11569,279,01,,,INTERNET,2014 ,Abril
