Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,1.29164,1.50663,117,156,,,INTERNET,2018 ,Marzo
PATATAS FRESCAS,77841,63093,081,102,,,INTERNET,2018 ,Marzo
PATATAS CONGELADAS,3722,4757,128,013,,,INTERNET,2018 ,Marzo
PATATAS PROCESADAS,9520,82812,87,081,,,INTERNET,2018 ,Marzo
T.HORTALIZAS FRESCAS,1.41280,2.97049,21,259,,,INTERNET,2018 ,Marzo
TOMATES,23205,48580,209,111,,,INTERNET,2018 ,Marzo
CEBOLLAS,31561,29570,094,109,,,INTERNET,2018 ,Marzo
AJOS,2847,12977,456,039,,,INTERNET,2018 ,Marzo
COLES,5311,5740,108,022,,,INTERNET,2018 ,Marzo
PEPINOS,1273,2045,161,008,,,INTERNET,2018 ,Marzo
JUDIAS VERDES,1580,6926,438,01,,,INTERNET,2018 ,Marzo
PIMIENTOS,4801,10352,216,038,,,INTERNET,2018 ,Marzo
CHAMPIÑONES+O.SETAS,6500,30829,474,065,,,INTERNET,2018 ,Marzo
LECHUGA/ESC./ENDIVIA,10239,34300,335,095,,,INTERNET,2018 ,Marzo
ESPARRAGOS,1326,4496,339,008,,,INTERNET,2018 ,Marzo
VERDURAS DE HOJA,4425,12881,291,031,,,INTERNET,2018 ,Marzo
BERENJENAS,1532,4264,278,013,,,INTERNET,2018 ,Marzo
ZANAHORIAS,10540,10414,099,063,,,INTERNET,2018 ,Marzo
CALABACINES,7279,11718,161,047,,,INTERNET,2018 ,Marzo
OTR.HORTALIZAS/VERD.,28860,71955,249,142,,,INTERNET,2018 ,Marzo
BROCOLI,3191,6751,212,028,,,INTERNET,2018 ,Marzo
ALCACHOFAS,6415,9936,155,033,,,INTERNET,2018 ,Marzo
VERD./HORT. IV GAMA,13072,51237,392,097,,,INTERNET,2018 ,Marzo
