Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,66498,68675,103,112,,,INTERNET,2016 ,Agosto
PATATAS FRESCAS,37708,36138,096,079,,,INTERNET,2016 ,Agosto
PATATAS CONGELADAS,4011,4940,123,016,,,INTERNET,2016 ,Agosto
PATATAS PROCESADAS,4956,27596,557,05,,,INTERNET,2016 ,Agosto
T.HORTALIZAS FRESCAS,93312,1.64067,176,204,,,INTERNET,2016 ,Agosto
TOMATES,16584,28094,169,086,,,INTERNET,2016 ,Agosto
CEBOLLAS,18906,22328,118,088,,,INTERNET,2016 ,Agosto
AJOS,692,4260,616,011,,,INTERNET,2016 ,Agosto
COLES,1101,1147,104,001,,,INTERNET,2016 ,Agosto
PEPINOS,8461,9031,107,057,,,INTERNET,2016 ,Agosto
JUDIAS VERDES,2292,7007,306,017,,,INTERNET,2016 ,Agosto
PIMIENTOS,7184,16166,225,068,,,INTERNET,2016 ,Agosto
CHAMPIÑONES+O.SETAS,857,3903,455,009,,,INTERNET,2016 ,Agosto
LECHUGA/ESC./ENDIVIA,7503,20615,275,069,,,INTERNET,2016 ,Agosto
ESPARRAGOS,1266,2458,194,008,,,INTERNET,2016 ,Agosto
VERDURAS DE HOJA,1481,3464,234,017,,,INTERNET,2016 ,Agosto
BERENJENAS,1251,2401,192,01,,,INTERNET,2016 ,Agosto
ZANAHORIAS,7612,5986,079,045,,,INTERNET,2016 ,Agosto
CALABACINES,8947,12692,142,053,,,INTERNET,2016 ,Agosto
OTR.HORTALIZAS/VERD.,9174,24514,267,058,,,INTERNET,2016 ,Agosto
VERD./HORT. IV GAMA,4620,20667,447,05,,,INTERNET,2016 ,Agosto
