Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,1.11654,96627,087,115,,,INTERNET,2019 ,Junio
PATATAS FRESCAS,71337,58630,082,071,,,INTERNET,2019 ,Junio
PATATAS CONGELADAS,1432,1790,125,008,,,INTERNET,2019 ,Junio
PATATAS PROCESADAS,7777,36208,466,061,,,INTERNET,2019 ,Junio
PATATAS FRITAS,4439,32259,727,059,,,INTERNET,2019 ,Junio
T.HORTALIZAS FRESCAS,1.22905,2.67991,218,27,,,INTERNET,2019 ,Junio
TOMATES,29938,58465,195,134,,,INTERNET,2019 ,Junio
CEBOLLAS,15918,20970,132,046,,,INTERNET,2019 ,Junio
AJOS,1080,6090,564,015,,,INTERNET,2019 ,Junio
COLES,2461,3468,141,009,,,INTERNET,2019 ,Junio
PEPINOS,7842,9950,127,054,,,INTERNET,2019 ,Junio
JUDIAS VERDES,1950,7303,374,01,,,INTERNET,2019 ,Junio
PIMIENTOS,8095,20794,257,068,,,INTERNET,2019 ,Junio
CHAMPIÑONES+O.SETAS,4092,18344,448,045,,,INTERNET,2019 ,Junio
LECHUGA/ESC./ENDIVIA,12041,37089,308,11,,,INTERNET,2019 ,Junio
ESPARRAGOS,1596,6683,419,017,,,INTERNET,2019 ,Junio
VERDURAS DE HOJA,2856,10300,361,027,,,INTERNET,2019 ,Junio
BERENJENAS,3927,6467,165,025,,,INTERNET,2019 ,Junio
ZANAHORIAS,8695,8559,098,04,,,INTERNET,2019 ,Junio
CALABACINES,9729,14300,147,054,,,INTERNET,2019 ,Junio
OTR.HORTALIZAS/VERD.,12683,39210,309,084,,,INTERNET,2019 ,Junio
BROCOLI,2716,6455,238,019,,,INTERNET,2019 ,Junio
ALCACHOFAS,775,2116,273,003,,,INTERNET,2019 ,Junio
APIO,284,703,248,003,,,INTERNET,2019 ,Junio
COLIFLOR,000,000,0,0,,,INTERNET,2019 ,Junio
VERD./HORT. IV GAMA,18864,56719,301,103,,,INTERNET,2019 ,Junio
PUERRO,1451,4284,295,016,,,INTERNET,2019 ,Junio
