Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,1.58900,1.53340,097,179,,,INTERNET,2019 ,Septiembre
PATATAS FRESCAS,1.19729,1.12440,094,123,,,INTERNET,2019 ,Septiembre
PATATAS CONGELADAS,4093,6035,147,015,,,INTERNET,2019 ,Septiembre
PATATAS PROCESADAS,7016,34865,497,081,,,INTERNET,2019 ,Septiembre
PATATAS FRITAS,4467,30543,684,069,,,INTERNET,2019 ,Septiembre
T.HORTALIZAS FRESCAS,1.37348,2.87157,209,299,,,INTERNET,2019 ,Septiembre
TOMATES,25315,46868,185,106,,,INTERNET,2019 ,Septiembre
CEBOLLAS,25305,32665,129,09,,,INTERNET,2019 ,Septiembre
AJOS,1339,6202,463,022,,,INTERNET,2019 ,Septiembre
COLES,1992,2567,129,006,,,INTERNET,2019 ,Septiembre
PEPINOS,6512,8819,135,047,,,INTERNET,2019 ,Septiembre
JUDIAS VERDES,2953,9978,338,02,,,INTERNET,2019 ,Septiembre
PIMIENTOS,8937,22965,257,071,,,INTERNET,2019 ,Septiembre
CHAMPIÑONES+O.SETAS,5591,23312,417,062,,,INTERNET,2019 ,Septiembre
LECHUGA/ESC./ENDIVIA,10869,39724,365,1,,,INTERNET,2019 ,Septiembre
ESPARRAGOS,1148,6394,557,014,,,INTERNET,2019 ,Septiembre
VERDURAS DE HOJA,1745,7598,435,026,,,INTERNET,2019 ,Septiembre
BERENJENAS,3038,4312,142,012,,,INTERNET,2019 ,Septiembre
ZANAHORIAS,16670,13842,083,086,,,INTERNET,2019 ,Septiembre
CALABACINES,10444,13790,132,044,,,INTERNET,2019 ,Septiembre
OTR.HORTALIZAS/VERD.,15490,48120,311,136,,,INTERNET,2019 ,Septiembre
BROCOLI,2419,4433,183,017,,,INTERNET,2019 ,Septiembre
ALCACHOFAS,000,000,0,0,,,INTERNET,2019 ,Septiembre
APIO,369,1110,3,003,,,INTERNET,2019 ,Septiembre
COLIFLOR,042,094,222,001,,,INTERNET,2019 ,Septiembre
VERD./HORT. IV GAMA,19556,70513,361,131,,,INTERNET,2019 ,Septiembre
PUERRO,3266,11956,366,035,,,INTERNET,2019 ,Septiembre
