Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,57794,50810,088,058,,,INTERNET,2013 ,Abril
PATATAS FRESCAS,34392,26865,078,035,,,INTERNET,2013 ,Abril
PATATAS CONGELADAS,2666,2782,104,006,,,INTERNET,2013 ,Abril
PATATAS PROCESADAS,4147,21162,51,033,,,INTERNET,2013 ,Abril
T.HORTALIZAS FRESCAS,41271,91019,221,102,,,INTERNET,2013 ,Abril
TOMATES,5597,12742,228,031,,,INTERNET,2013 ,Abril
CEBOLLAS,5286,6659,126,021,,,INTERNET,2013 ,Abril
AJOS,328,1916,584,006,,,INTERNET,2013 ,Abril
COLES,1829,1991,109,009,,,INTERNET,2013 ,Abril
PEPINOS,2082,3140,151,012,,,INTERNET,2013 ,Abril
JUDIAS VERDES,1863,3796,204,014,,,INTERNET,2013 ,Abril
PIMIENTOS,3065,7104,232,023,,,INTERNET,2013 ,Abril
CHAMPIÑONES+O.SETAS,2716,12699,468,027,,,INTERNET,2013 ,Abril
LECHUGA/ESC./ENDIVIA,2825,7570,268,023,,,INTERNET,2013 ,Abril
ESPARRAGOS,624,2110,338,009,,,INTERNET,2013 ,Abril
VERDURAS DE HOJA,676,1860,275,01,,,INTERNET,2013 ,Abril
BERENJENAS,1778,2439,137,013,,,INTERNET,2013 ,Abril
ZANAHORIAS,2911,2806,096,021,,,INTERNET,2013 ,Abril
CALABACINES,3159,5078,161,018,,,INTERNET,2013 ,Abril
OTR.HORTALIZAS/VERD.,6532,19109,293,047,,,INTERNET,2013 ,Abril
VERD./HORT. IV GAMA,3827,17284,452,043,,,INTERNET,2013 ,Abril
VERD./HORT. ECOLOGIC,3421,6230,182,014,,,INTERNET,2013 ,Abril
