Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,54952,54509,099,075,,,INTERNET,2015 ,Diciembre
PATATAS FRESCAS,31273,23850,076,035,,,INTERNET,2015 ,Diciembre
PATATAS CONGELADAS,3531,4797,136,013,,,INTERNET,2015 ,Diciembre
PATATAS PROCESADAS,4030,25863,642,047,,,INTERNET,2015 ,Diciembre
T.HORTALIZAS FRESCAS,63319,1.35826,215,156,,,INTERNET,2015 ,Diciembre
TOMATES,8614,12373,144,052,,,INTERNET,2015 ,Diciembre
CEBOLLAS,10253,13214,129,044,,,INTERNET,2015 ,Diciembre
AJOS,1323,12805,968,016,,,INTERNET,2015 ,Diciembre
COLES,387,420,108,001,,,INTERNET,2015 ,Diciembre
PEPINOS,2264,2682,118,024,,,INTERNET,2015 ,Diciembre
JUDIAS VERDES,1261,4969,394,01,,,INTERNET,2015 ,Diciembre
PIMIENTOS,3587,6882,192,037,,,INTERNET,2015 ,Diciembre
CHAMPIÑONES+O.SETAS,2608,11053,424,021,,,INTERNET,2015 ,Diciembre
LECHUGA/ESC./ENDIVIA,6501,24066,37,047,,,INTERNET,2015 ,Diciembre
ESPARRAGOS,243,1541,635,003,,,INTERNET,2015 ,Diciembre
VERDURAS DE HOJA,800,2060,258,01,,,INTERNET,2015 ,Diciembre
BERENJENAS,2858,5084,178,016,,,INTERNET,2015 ,Diciembre
ZANAHORIAS,5693,4378,077,038,,,INTERNET,2015 ,Diciembre
CALABACINES,5410,9886,183,02,,,INTERNET,2015 ,Diciembre
OTR.HORTALIZAS/VERD.,11520,24414,212,062,,,INTERNET,2015 ,Diciembre
VERD./HORT. IV GAMA,6880,30044,437,045,,,INTERNET,2015 ,Diciembre
