Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,10.65198,10.79804,101,1518,,,HIPERMERCADOS,2019 ,Enero
PATATAS FRESCAS,5.86925,5.06377,086,819,,,HIPERMERCADOS,2019 ,Enero
PATATAS CONGELADAS,38069,49359,13,1,,,HIPERMERCADOS,2019 ,Enero
PATATAS PROCESADAS,88041,5.24068,595,941,,,HIPERMERCADOS,2019 ,Enero
PATATAS FRITAS,69339,4.99490,72,891,,,HIPERMERCADOS,2019 ,Enero
T.HORTALIZAS FRESCAS,17.01985,34.79855,204,289,,,HIPERMERCADOS,2019 ,Enero
TOMATES,3.17518,5.81186,183,1268,,,HIPERMERCADOS,2019 ,Enero
CEBOLLAS,2.67159,2.90909,109,997,,,HIPERMERCADOS,2019 ,Enero
AJOS,23000,1.07618,468,368,,,HIPERMERCADOS,2019 ,Enero
COLES,53031,77638,146,213,,,HIPERMERCADOS,2019 ,Enero
PEPINOS,37034,51152,138,262,,,HIPERMERCADOS,2019 ,Enero
JUDIAS VERDES,39333,1.29306,329,3,,,HIPERMERCADOS,2019 ,Enero
PIMIENTOS,1.43637,2.92980,204,959,,,HIPERMERCADOS,2019 ,Enero
CHAMPIÑONES+O.SETAS,41387,1.89993,459,479,,,HIPERMERCADOS,2019 ,Enero
LECHUGA/ESC./ENDIVIA,1.16040,3.78230,326,953,,,HIPERMERCADOS,2019 ,Enero
ESPARRAGOS,4665,38305,821,053,,,HIPERMERCADOS,2019 ,Enero
VERDURAS DE HOJA,18055,74752,414,242,,,HIPERMERCADOS,2019 ,Enero
BERENJENAS,29244,68276,233,248,,,HIPERMERCADOS,2019 ,Enero
ZANAHORIAS,1.40527,1.18301,084,778,,,HIPERMERCADOS,2019 ,Enero
CALABACINES,1.58955,2.74666,173,737,,,HIPERMERCADOS,2019 ,Enero
OTR.HORTALIZAS/VERD.,3.12401,8.06545,258,1436,,,HIPERMERCADOS,2019 ,Enero
BROCOLI,63209,99259,157,345,,,HIPERMERCADOS,2019 ,Enero
ALCACHOFAS,31017,65141,21,168,,,HIPERMERCADOS,2019 ,Enero
APIO,15846,26977,17,077,,,HIPERMERCADOS,2019 ,Enero
COLIFLOR,10565,17339,164,062,,,HIPERMERCADOS,2019 ,Enero
VERD./HORT. IV GAMA,1.88614,6.59801,35,115,,,HIPERMERCADOS,2019 ,Enero
PUERRO,31776,1.06553,335,369,,,HIPERMERCADOS,2019 ,Enero
