Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,13.29346,11.90131,09,1651,,,HIPERMERCADOS,2016 ,Enero
PATATAS FRESCAS,7.68006,5.57982,073,893,,,HIPERMERCADOS,2016 ,Enero
PATATAS CONGELADAS,53197,66498,125,168,,,HIPERMERCADOS,2016 ,Enero
PATATAS PROCESADAS,1.01629,5.65651,557,1049,,,HIPERMERCADOS,2016 ,Enero
T.HORTALIZAS FRESCAS,18.38373,31.97838,174,276,,,HIPERMERCADOS,2016 ,Enero
TOMATES,3.75899,5.75899,153,1356,,,HIPERMERCADOS,2016 ,Enero
CEBOLLAS,2.54244,2.54823,1,954,,,HIPERMERCADOS,2016 ,Enero
AJOS,23925,1.10001,46,345,,,HIPERMERCADOS,2016 ,Enero
COLES,62971,69918,111,266,,,HIPERMERCADOS,2016 ,Enero
PEPINOS,40608,47449,117,339,,,HIPERMERCADOS,2016 ,Enero
JUDIAS VERDES,39048,1.29265,331,261,,,HIPERMERCADOS,2016 ,Enero
PIMIENTOS,1.37630,2.32623,169,993,,,HIPERMERCADOS,2016 ,Enero
CHAMPIÑONES+O.SETAS,44764,1.67652,375,448,,,HIPERMERCADOS,2016 ,Enero
LECHUGA/ESC./ENDIVIA,1.04749,3.43974,328,853,,,HIPERMERCADOS,2016 ,Enero
ESPARRAGOS,9538,31891,334,058,,,HIPERMERCADOS,2016 ,Enero
VERDURAS DE HOJA,22894,69173,302,214,,,HIPERMERCADOS,2016 ,Enero
BERENJENAS,38394,59071,154,324,,,HIPERMERCADOS,2016 ,Enero
ZANAHORIAS,1.42507,1.18225,083,749,,,HIPERMERCADOS,2016 ,Enero
CALABACINES,1.76880,2.35168,133,811,,,HIPERMERCADOS,2016 ,Enero
OTR.HORTALIZAS/VERD.,3.64321,7.52707,207,1489,,,HIPERMERCADOS,2016 ,Enero
VERD./HORT. IV GAMA,1.05142,4.48086,426,846,,,HIPERMERCADOS,2016 ,Enero
