Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,10083.79,10.91571,108,14.73,,,HIPERMERCADOS,2019,Julio
PATATAS FRESCAS,5.61454,5.20148,93,748,,,HIPERMERCADOS,2019,Julio
PATATAS CONGELADAS,26773,42966,16,117,,,HIPERMERCADOS,2019,Julio
PATATAS PROCESADAS,84030,5.28457,629,921,,,HIPERMERCADOS,2019,Julio
PATATAS FRITAS,67603,5.0415,746,879,,,HIPERMERCADOS,2019,Julio
T.HORTALIZAS FRESCAS,16.85506,32.56295,193,2698,,,HIPERMERCADOS,2019,Julio
TOMATES,4.66609,7.54713,162,1435,,,HIPERMERCADOS,2019,Julio
CEBOLLAS,2.01664,2.78092,138,823,,,HIPERMERCADOS,2019,Julio
AJOS,17365,88261,508,298,,,HIPERMERCADOS,2019,Julio
COLES,15093,16294,108,89,,,HIPERMERCADOS,2019,Julio
PEPINOS,1.15586,1.30724,113,602,,,HIPERMERCADOS,2019,Julio
JUDIAS VERDES,35232,97305,276,212,,,HIPERMERCADOS,2019,Julio
PIMIENTOS,1.63827,3.44868,211,977,,,HIPERMERCADOS,2019,Julio
CHAMPIÑONES+O.SETAS,28766,1.28718,447,35,,,HIPERMERCADOS,2019,Julio
LECHUGA/ESC./ENDIVIA,1.36219,4.40206,323,1067,,,HIPERMERCADOS,2019,Julio
ESPARRAGOS,5731,36865,643,84,,,HIPERMERCADOS,2019,Julio
VERDURAS DE HOJA,15552,53538,344,167,,,HIPERMERCADOS,2019,Julio
BERENJENAS,40400,60366,149,227,,,HIPERMERCADOS,2019,Julio
ZANAHORIAS,1.24329,1.05507,85,663,,,HIPERMERCADOS,2019,Julio
CALABACINES,1.36847,1.64906,121,594,,,HIPERMERCADOS,2019,Julio
OTR.HORTALIZAS/VERD.,1.82287,5.55932,305,1036,,,HIPERMERCADOS,2019,Julio
BROCOLI,30348,61147,201,172,,,HIPERMERCADOS,2019,Julio
ALCACHOFAS,4802,8291,173,18,,,HIPERMERCADOS,2019,Julio
APIO,6974,13899,199,53,,,HIPERMERCADOS,2019,Julio
COLIFLOR,1534,2403,157,7,,,HIPERMERCADOS,2019,Julio
VERD./HORT. IV GAMA,2.19201,6.87606,314,1117,,,HIPERMERCADOS,2019,Julio
PUERRO,14601,52584,36,164,,,HIPERMERCADOS,2019,Julio
