Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,10.40898,9.30707,089,1394,,,HIPERMERCADOS,2017 ,Noviembre
PATATAS FRESCAS,6.17300,4.40936,071,731,,,HIPERMERCADOS,2017 ,Noviembre
PATATAS CONGELADAS,37683,47278,125,123,,,HIPERMERCADOS,2017 ,Noviembre
PATATAS PROCESADAS,77183,4.42493,573,838,,,HIPERMERCADOS,2017 ,Noviembre
T.HORTALIZAS FRESCAS,13.46298,26.25877,195,245,,,HIPERMERCADOS,2017 ,Noviembre
TOMATES,2.56883,4.48132,174,984,,,HIPERMERCADOS,2017 ,Noviembre
CEBOLLAS,2.18630,2.30066,105,706,,,HIPERMERCADOS,2017 ,Noviembre
AJOS,18473,89649,485,321,,,HIPERMERCADOS,2017 ,Noviembre
COLES,36165,41508,115,163,,,HIPERMERCADOS,2017 ,Noviembre
PEPINOS,31096,44946,145,231,,,HIPERMERCADOS,2017 ,Noviembre
JUDIAS VERDES,34435,1.19181,346,226,,,HIPERMERCADOS,2017 ,Noviembre
PIMIENTOS,1.00876,1.96758,195,645,,,HIPERMERCADOS,2017 ,Noviembre
CHAMPIÑONES+O.SETAS,35153,1.55051,441,442,,,HIPERMERCADOS,2017 ,Noviembre
LECHUGA/ESC./ENDIVIA,75922,2.72344,359,674,,,HIPERMERCADOS,2017 ,Noviembre
ESPARRAGOS,9357,35687,381,075,,,HIPERMERCADOS,2017 ,Noviembre
VERDURAS DE HOJA,22791,82857,364,219,,,HIPERMERCADOS,2017 ,Noviembre
BERENJENAS,25306,39993,158,18,,,HIPERMERCADOS,2017 ,Noviembre
ZANAHORIAS,1.19527,95281,08,632,,,HIPERMERCADOS,2017 ,Noviembre
CALABACINES,1.11349,1.71479,154,524,,,HIPERMERCADOS,2017 ,Noviembre
OTR.HORTALIZAS/VERD.,2.50335,6.02945,241,1225,,,HIPERMERCADOS,2017 ,Noviembre
BROCOLI,27049,45262,167,17,,,HIPERMERCADOS,2017 ,Noviembre
ALCACHOFAS,9127,22900,251,058,,,HIPERMERCADOS,2017 ,Noviembre
VERD./HORT. IV GAMA,1.13792,4.66190,41,837,,,HIPERMERCADOS,2017 ,Noviembre
