Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,10.59001,9.88719,093,1481,,,HIPERMERCADOS,2017 ,Julio
PATATAS FRESCAS,5.78084,4.01445,069,68,,,HIPERMERCADOS,2017 ,Julio
PATATAS CONGELADAS,42939,56024,13,123,,,HIPERMERCADOS,2017 ,Julio
PATATAS PROCESADAS,87596,5.31250,606,103,,,HIPERMERCADOS,2017 ,Julio
T.HORTALIZAS FRESCAS,15.55565,28.58468,184,265,,,HIPERMERCADOS,2017 ,Julio
TOMATES,4.26531,6.59818,155,1357,,,HIPERMERCADOS,2017 ,Julio
CEBOLLAS,2.15532,2.19661,102,801,,,HIPERMERCADOS,2017 ,Julio
AJOS,17985,89392,497,296,,,HIPERMERCADOS,2017 ,Julio
COLES,22105,28079,127,106,,,HIPERMERCADOS,2017 ,Julio
PEPINOS,85244,96243,113,542,,,HIPERMERCADOS,2017 ,Julio
JUDIAS VERDES,26232,88196,336,179,,,HIPERMERCADOS,2017 ,Julio
PIMIENTOS,1.58586,2.88454,182,105,,,HIPERMERCADOS,2017 ,Julio
CHAMPIÑONES+O.SETAS,29946,1.19803,4,319,,,HIPERMERCADOS,2017 ,Julio
LECHUGA/ESC./ENDIVIA,1.00251,3.54862,354,855,,,HIPERMERCADOS,2017 ,Julio
ESPARRAGOS,5095,33364,655,082,,,HIPERMERCADOS,2017 ,Julio
VERDURAS DE HOJA,13624,62422,458,204,,,HIPERMERCADOS,2017 ,Julio
BERENJENAS,38998,54311,139,305,,,HIPERMERCADOS,2017 ,Julio
ZANAHORIAS,1.14954,89348,078,62,,,HIPERMERCADOS,2017 ,Julio
CALABACINES,1.04876,1.30964,125,563,,,HIPERMERCADOS,2017 ,Julio
OTR.HORTALIZAS/VERD.,1.95606,5.43551,278,1194,,,HIPERMERCADOS,2017 ,Julio
BROCOLI,34363,51586,15,188,,,HIPERMERCADOS,2017 ,Julio
ALCACHOFAS,8979,13817,154,031,,,HIPERMERCADOS,2017 ,Julio
VERD./HORT. IV GAMA,1.27702,5.15578,404,941,,,HIPERMERCADOS,2017 ,Julio
