Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,10.82076,9.39307,087,1479,,,HIPERMERCADOS,2014 ,Julio
PATATAS FRESCAS,5.67232,3.70097,065,689,,,HIPERMERCADOS,2014 ,Julio
PATATAS CONGELADAS,37257,52241,14,124,,,HIPERMERCADOS,2014 ,Julio
PATATAS PROCESADAS,95517,5.16969,541,1005,,,HIPERMERCADOS,2014 ,Julio
T.HORTALIZAS FRESCAS,16.61455,26.63447,16,2597,,,HIPERMERCADOS,2014 ,Julio
TOMATES,4.42208,6.24524,141,1416,,,HIPERMERCADOS,2014 ,Julio
CEBOLLAS,2.17276,2.26531,104,879,,,HIPERMERCADOS,2014 ,Julio
AJOS,13923,66952,481,251,,,HIPERMERCADOS,2014 ,Julio
COLES,44806,42916,096,154,,,HIPERMERCADOS,2014 ,Julio
PEPINOS,1.03075,96148,093,612,,,HIPERMERCADOS,2014 ,Julio
JUDIAS VERDES,30739,78469,255,244,,,HIPERMERCADOS,2014 ,Julio
PIMIENTOS,1.79959,2.83716,158,1094,,,HIPERMERCADOS,2014 ,Julio
CHAMPIÑONES+O.SETAS,33166,1.18853,358,38,,,HIPERMERCADOS,2014 ,Julio
LECHUGA/ESC./ENDIVIA,99438,2.31202,233,781,,,HIPERMERCADOS,2014 ,Julio
ESPARRAGOS,7582,28392,374,057,,,HIPERMERCADOS,2014 ,Julio
VERDURAS DE HOJA,16155,59972,371,196,,,HIPERMERCADOS,2014 ,Julio
BERENJENAS,48175,53714,111,314,,,HIPERMERCADOS,2014 ,Julio
ZANAHORIAS,1.28422,98224,076,618,,,HIPERMERCADOS,2014 ,Julio
CALABACINES,1.04197,1.03491,099,509,,,HIPERMERCADOS,2014 ,Julio
OTR.HORTALIZAS/VERD.,1.92334,5.50344,286,1166,,,HIPERMERCADOS,2014 ,Julio
VERD./HORT. IV GAMA,84356,3.96391,47,766,,,HIPERMERCADOS,2014 ,Julio
VERD./HORT. ECOLOGIC,54751,81300,148,192,,,HIPERMERCADOS,2014 ,Julio
