Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,11.06667,11.53311,104,1625,,,HIPERMERCADOS,2019 ,Diciembre
PATATAS FRESCAS,6.36839,5.92652,093,871,,,HIPERMERCADOS,2019 ,Diciembre
PATATAS CONGELADAS,37346,54811,147,159,,,HIPERMERCADOS,2019 ,Diciembre
PATATAS PROCESADAS,86496,5.05848,585,984,,,HIPERMERCADOS,2019 ,Diciembre
PATATAS FRITAS,64595,4.70579,729,933,,,HIPERMERCADOS,2019 ,Diciembre
T.HORTALIZAS FRESCAS,15.89179,34.27624,216,2892,,,HIPERMERCADOS,2019 ,Diciembre
TOMATES,2.82798,5.56093,197,1162,,,HIPERMERCADOS,2019 ,Diciembre
CEBOLLAS,2.50792,3.09660,123,919,,,HIPERMERCADOS,2019 ,Diciembre
AJOS,27649,1.41885,513,465,,,HIPERMERCADOS,2019 ,Diciembre
COLES,31202,40443,13,156,,,HIPERMERCADOS,2019 ,Diciembre
PEPINOS,30293,41264,136,232,,,HIPERMERCADOS,2019 ,Diciembre
JUDIAS VERDES,28943,90710,313,235,,,HIPERMERCADOS,2019 ,Diciembre
PIMIENTOS,1.45018,2.91914,201,794,,,HIPERMERCADOS,2019 ,Diciembre
CHAMPIÑONES+O.SETAS,61609,2.37801,386,498,,,HIPERMERCADOS,2019 ,Diciembre
LECHUGA/ESC./ENDIVIA,1.12617,4.10729,365,974,,,HIPERMERCADOS,2019 ,Diciembre
ESPARRAGOS,5992,33749,563,075,,,HIPERMERCADOS,2019 ,Diciembre
VERDURAS DE HOJA,18825,71079,378,237,,,HIPERMERCADOS,2019 ,Diciembre
BERENJENAS,46012,70043,152,237,,,HIPERMERCADOS,2019 ,Diciembre
ZANAHORIAS,1.27222,1.07678,085,687,,,HIPERMERCADOS,2019 ,Diciembre
CALABACINES,1.34022,2.11751,158,623,,,HIPERMERCADOS,2019 ,Diciembre
OTR.HORTALIZAS/VERD.,2.86184,8.12827,284,1342,,,HIPERMERCADOS,2019 ,Diciembre
BROCOLI,45783,90312,197,252,,,HIPERMERCADOS,2019 ,Diciembre
ALCACHOFAS,14765,39003,264,059,,,HIPERMERCADOS,2019 ,Diciembre
APIO,10092,20860,207,086,,,HIPERMERCADOS,2019 ,Diciembre
COLIFLOR,10662,18053,169,048,,,HIPERMERCADOS,2019 ,Diciembre
VERD./HORT. IV GAMA,1.93143,6.44059,333,1031,,,HIPERMERCADOS,2019 ,Diciembre
PUERRO,30277,1.15142,38,36,,,HIPERMERCADOS,2019 ,Diciembre
