Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,12.62725,11.88003,094,1699,,,HIPERMERCADOS,2013 ,Septiembre
PATATAS FRESCAS,6.98957,5.83376,083,862,,,HIPERMERCADOS,2013 ,Septiembre
PATATAS CONGELADAS,54565,77191,141,173,,,HIPERMERCADOS,2013 ,Septiembre
PATATAS PROCESADAS,1.01841,5.27437,518,1133,,,HIPERMERCADOS,2013 ,Septiembre
T.HORTALIZAS FRESCAS,16.16753,26.70274,165,2792,,,HIPERMERCADOS,2013 ,Septiembre
TOMATES,3.51061,4.70532,134,1281,,,HIPERMERCADOS,2013 ,Septiembre
CEBOLLAS,2.47012,2.28508,093,947,,,HIPERMERCADOS,2013 ,Septiembre
AJOS,17105,87165,51,273,,,HIPERMERCADOS,2013 ,Septiembre
COLES,26684,31569,118,131,,,HIPERMERCADOS,2013 ,Septiembre
PEPINOS,76105,83250,109,446,,,HIPERMERCADOS,2013 ,Septiembre
JUDIAS VERDES,27670,79251,286,213,,,HIPERMERCADOS,2013 ,Septiembre
PIMIENTOS,1.68621,2.65131,157,1079,,,HIPERMERCADOS,2013 ,Septiembre
CHAMPIÑONES+O.SETAS,43688,1.53573,352,434,,,HIPERMERCADOS,2013 ,Septiembre
LECHUGA/ESC./ENDIVIA,1.11792,2.69221,241,803,,,HIPERMERCADOS,2013 ,Septiembre
ESPARRAGOS,7517,18101,241,046,,,HIPERMERCADOS,2013 ,Septiembre
VERDURAS DE HOJA,16692,61062,366,201,,,HIPERMERCADOS,2013 ,Septiembre
BERENJENAS,34558,45798,133,292,,,HIPERMERCADOS,2013 ,Septiembre
ZANAHORIAS,1.34517,1.16492,087,772,,,HIPERMERCADOS,2013 ,Septiembre
CALABACINES,1.25489,1.60033,128,614,,,HIPERMERCADOS,2013 ,Septiembre
OTR.HORTALIZAS/VERD.,2.28242,6.00588,263,1376,,,HIPERMERCADOS,2013 ,Septiembre
VERD./HORT. IV GAMA,99202,3.85434,389,869,,,HIPERMERCADOS,2013 ,Septiembre
VERD./HORT. ECOLOGIC,42913,61908,144,22,,,HIPERMERCADOS,2013 ,Septiembre
