Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,11.35613,9.95187,088,1588,,,HIPERMERCADOS,2015 ,Mayo
PATATAS FRESCAS,5.88912,3.89448,066,759,,,HIPERMERCADOS,2015 ,Mayo
PATATAS CONGELADAS,38864,57768,149,132,,,HIPERMERCADOS,2015 ,Mayo
PATATAS PROCESADAS,1.01567,5.47971,54,1075,,,HIPERMERCADOS,2015 ,Mayo
T.HORTALIZAS FRESCAS,18.97343,33.73496,178,2776,,,HIPERMERCADOS,2015 ,Mayo
TOMATES,4.52448,6.94516,154,1477,,,HIPERMERCADOS,2015 ,Mayo
CEBOLLAS,2.52216,2.64941,105,971,,,HIPERMERCADOS,2015 ,Mayo
AJOS,20179,91771,455,326,,,HIPERMERCADOS,2015 ,Mayo
COLES,39195,40730,104,144,,,HIPERMERCADOS,2015 ,Mayo
PEPINOS,86006,1.02799,12,553,,,HIPERMERCADOS,2015 ,Mayo
JUDIAS VERDES,43299,1.11042,256,298,,,HIPERMERCADOS,2015 ,Mayo
PIMIENTOS,1.44250,3.18284,221,1024,,,HIPERMERCADOS,2015 ,Mayo
CHAMPIÑONES+O.SETAS,54203,1.87983,347,43,,,HIPERMERCADOS,2015 ,Mayo
LECHUGA/ESC./ENDIVIA,1.20810,3.58753,297,93,,,HIPERMERCADOS,2015 ,Mayo
ESPARRAGOS,36945,1.03378,28,284,,,HIPERMERCADOS,2015 ,Mayo
VERDURAS DE HOJA,27044,98476,364,235,,,HIPERMERCADOS,2015 ,Mayo
BERENJENAS,58523,73297,125,4,,,HIPERMERCADOS,2015 ,Mayo
ZANAHORIAS,1.18209,89622,076,65,,,HIPERMERCADOS,2015 ,Mayo
CALABACINES,1.62342,1.98231,122,657,,,HIPERMERCADOS,2015 ,Mayo
OTR.HORTALIZAS/VERD.,2.81675,6.39673,227,1331,,,HIPERMERCADOS,2015 ,Mayo
VERD./HORT. IV GAMA,1.19584,4.71543,394,891,,,HIPERMERCADOS,2015 ,Mayo
