Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,13.40014,12.42954,093,1757,,,HIPERMERCADOS,2015 ,Diciembre
PATATAS FRESCAS,7.29939,5.43004,074,948,,,HIPERMERCADOS,2015 ,Diciembre
PATATAS CONGELADAS,46195,56407,122,144,,,HIPERMERCADOS,2015 ,Diciembre
PATATAS PROCESADAS,1.12776,6.43543,571,1145,,,HIPERMERCADOS,2015 ,Diciembre
T.HORTALIZAS FRESCAS,16.85216,31.35419,186,292,,,HIPERMERCADOS,2015 ,Diciembre
TOMATES,3.51715,5.97513,17,1401,,,HIPERMERCADOS,2015 ,Diciembre
CEBOLLAS,2.65427,2.78687,105,1025,,,HIPERMERCADOS,2015 ,Diciembre
AJOS,27522,1.26836,461,383,,,HIPERMERCADOS,2015 ,Diciembre
COLES,48687,57407,118,25,,,HIPERMERCADOS,2015 ,Diciembre
PEPINOS,47116,55322,117,287,,,HIPERMERCADOS,2015 ,Diciembre
JUDIAS VERDES,34539,1.14656,332,233,,,HIPERMERCADOS,2015 ,Diciembre
PIMIENTOS,1.52551,2.59902,17,987,,,HIPERMERCADOS,2015 ,Diciembre
CHAMPIÑONES+O.SETAS,53946,1.99669,37,468,,,HIPERMERCADOS,2015 ,Diciembre
LECHUGA/ESC./ENDIVIA,1.19860,3.67305,306,984,,,HIPERMERCADOS,2015 ,Diciembre
ESPARRAGOS,13543,44991,332,074,,,HIPERMERCADOS,2015 ,Diciembre
VERDURAS DE HOJA,19027,63972,336,201,,,HIPERMERCADOS,2015 ,Diciembre
BERENJENAS,32214,51134,159,254,,,HIPERMERCADOS,2015 ,Diciembre
ZANAHORIAS,1.13283,90939,08,66,,,HIPERMERCADOS,2015 ,Diciembre
CALABACINES,1.04288,1.52295,146,556,,,HIPERMERCADOS,2015 ,Diciembre
OTR.HORTALIZAS/VERD.,3.01498,6.74792,224,1401,,,HIPERMERCADOS,2015 ,Diciembre
VERD./HORT. IV GAMA,1.02631,4.40980,43,868,,,HIPERMERCADOS,2015 ,Diciembre
