Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,11.53529,12.68033,11,1563,,,HIPERMERCADOS,2020 ,Junio
PATATAS FRESCAS,6.62662,6.13794,093,833,,,HIPERMERCADOS,2020 ,Junio
PATATAS CONGELADAS,37405,54417,145,138,,,HIPERMERCADOS,2020 ,Junio
PATATAS PROCESADAS,90692,5.99823,661,98,,,HIPERMERCADOS,2020 ,Junio
PATATAS FRITAS,73714,5.72583,777,932,,,HIPERMERCADOS,2020 ,Junio
T.HORTALIZAS FRESCAS,20.91845,41.43192,198,2757,,,HIPERMERCADOS,2020 ,Junio
TOMATES,5.54930,9.12015,164,149,,,HIPERMERCADOS,2020 ,Junio
CEBOLLAS,3.12923,3.83319,122,1084,,,HIPERMERCADOS,2020 ,Junio
AJOS,26141,1.25590,48,381,,,HIPERMERCADOS,2020 ,Junio
COLES,41239,47168,114,16,,,HIPERMERCADOS,2020 ,Junio
PEPINOS,1.23097,1.60615,13,657,,,HIPERMERCADOS,2020 ,Junio
JUDIAS VERDES,38489,1.14882,298,263,,,HIPERMERCADOS,2020 ,Junio
PIMIENTOS,2.10747,4.46192,212,1077,,,HIPERMERCADOS,2020 ,Junio
CHAMPIÑONES+O.SETAS,46862,2.31451,494,456,,,HIPERMERCADOS,2020 ,Junio
LECHUGA/ESC./ENDIVIA,1.36575,4.51658,331,994,,,HIPERMERCADOS,2020 ,Junio
ESPARRAGOS,15220,77804,511,163,,,HIPERMERCADOS,2020 ,Junio
VERDURAS DE HOJA,29566,1.07256,363,274,,,HIPERMERCADOS,2020 ,Junio
BERENJENAS,58039,96312,166,314,,,HIPERMERCADOS,2020 ,Junio
ZANAHORIAS,1.48212,1.24037,084,699,,,HIPERMERCADOS,2020 ,Junio
CALABACINES,1.36621,1.67904,123,608,,,HIPERMERCADOS,2020 ,Junio
OTR.HORTALIZAS/VERD.,2.13182,6.96990,327,1083,,,HIPERMERCADOS,2020 ,Junio
BROCOLI,37124,93940,253,227,,,HIPERMERCADOS,2020 ,Junio
ALCACHOFAS,2454,4372,178,019,,,HIPERMERCADOS,2020 ,Junio
APIO,8116,16967,209,063,,,HIPERMERCADOS,2020 ,Junio
COLIFLOR,6083,15394,253,037,,,HIPERMERCADOS,2020 ,Junio
VERD./HORT. IV GAMA,2.16087,6.87471,318,1054,,,HIPERMERCADOS,2020 ,Junio
PUERRO,24212,80446,332,279,,,HIPERMERCADOS,2020 ,Junio
