Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,11.23491,11.71719,104,149,,,HIPERMERCADOS,2019 ,Noviembre
PATATAS FRESCAS,6.76158,6.22163,092,866,,,HIPERMERCADOS,2019 ,Noviembre
PATATAS CONGELADAS,44956,61430,137,148,,,HIPERMERCADOS,2019 ,Noviembre
PATATAS PROCESADAS,80475,4.88127,607,825,,,HIPERMERCADOS,2019 ,Noviembre
PATATAS FRITAS,63261,4.63043,732,784,,,HIPERMERCADOS,2019 ,Noviembre
T.HORTALIZAS FRESCAS,16.99323,33.98125,2,2716,,,HIPERMERCADOS,2019 ,Noviembre
TOMATES,3.14057,5.63536,179,1132,,,HIPERMERCADOS,2019 ,Noviembre
CEBOLLAS,2.34973,3.01617,128,874,,,HIPERMERCADOS,2019 ,Noviembre
AJOS,24156,1.16762,483,365,,,HIPERMERCADOS,2019 ,Noviembre
COLES,66003,81589,124,216,,,HIPERMERCADOS,2019 ,Noviembre
PEPINOS,42341,57512,136,234,,,HIPERMERCADOS,2019 ,Noviembre
JUDIAS VERDES,31145,1.06841,343,228,,,HIPERMERCADOS,2019 ,Noviembre
PIMIENTOS,1.36383,2.50289,184,825,,,HIPERMERCADOS,2019 ,Noviembre
CHAMPIÑONES+O.SETAS,40360,1.74157,432,432,,,HIPERMERCADOS,2019 ,Noviembre
LECHUGA/ESC./ENDIVIA,99668,3.64020,365,868,,,HIPERMERCADOS,2019 ,Noviembre
ESPARRAGOS,9294,55663,599,093,,,HIPERMERCADOS,2019 ,Noviembre
VERDURAS DE HOJA,24759,84236,34,233,,,HIPERMERCADOS,2019 ,Noviembre
BERENJENAS,54215,80036,148,311,,,HIPERMERCADOS,2019 ,Noviembre
ZANAHORIAS,1.34391,1.22898,091,711,,,HIPERMERCADOS,2019 ,Noviembre
CALABACINES,1.55727,2.00092,128,706,,,HIPERMERCADOS,2019 ,Noviembre
OTR.HORTALIZAS/VERD.,3.31851,8.38877,253,1337,,,HIPERMERCADOS,2019 ,Noviembre
BROCOLI,48323,86209,178,261,,,HIPERMERCADOS,2019 ,Noviembre
ALCACHOFAS,8047,17456,217,068,,,HIPERMERCADOS,2019 ,Noviembre
APIO,13437,23924,178,084,,,HIPERMERCADOS,2019 ,Noviembre
COLIFLOR,9880,17833,18,044,,,HIPERMERCADOS,2019 ,Noviembre
VERD./HORT. IV GAMA,1.98613,6.82868,344,1057,,,HIPERMERCADOS,2019 ,Noviembre
PUERRO,30445,93151,306,296,,,HIPERMERCADOS,2019 ,Noviembre
