Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,10.71407,9.17352,086,1439,,,HIPERMERCADOS,2017 ,Octubre
PATATAS FRESCAS,6.13462,4.20823,069,798,,,HIPERMERCADOS,2017 ,Octubre
PATATAS CONGELADAS,33117,48719,147,123,,,HIPERMERCADOS,2017 ,Octubre
PATATAS PROCESADAS,84966,4.47810,527,861,,,HIPERMERCADOS,2017 ,Octubre
T.HORTALIZAS FRESCAS,14.44056,29.00958,201,2528,,,HIPERMERCADOS,2017 ,Octubre
TOMATES,3.02730,5.44370,18,1165,,,HIPERMERCADOS,2017 ,Octubre
CEBOLLAS,1.91731,2.00340,104,737,,,HIPERMERCADOS,2017 ,Octubre
AJOS,18879,83502,442,25,,,HIPERMERCADOS,2017 ,Octubre
COLES,26783,31254,117,118,,,HIPERMERCADOS,2017 ,Octubre
PEPINOS,55200,68374,124,303,,,HIPERMERCADOS,2017 ,Octubre
JUDIAS VERDES,35162,1.07529,306,243,,,HIPERMERCADOS,2017 ,Octubre
PIMIENTOS,1.19251,2.23569,187,752,,,HIPERMERCADOS,2017 ,Octubre
CHAMPIÑONES+O.SETAS,48286,1.88492,39,462,,,HIPERMERCADOS,2017 ,Octubre
LECHUGA/ESC./ENDIVIA,96182,3.18750,331,764,,,HIPERMERCADOS,2017 ,Octubre
ESPARRAGOS,6169,32409,525,062,,,HIPERMERCADOS,2017 ,Octubre
VERDURAS DE HOJA,22159,86969,392,253,,,HIPERMERCADOS,2017 ,Octubre
BERENJENAS,39631,65251,165,281,,,HIPERMERCADOS,2017 ,Octubre
ZANAHORIAS,1.19311,92899,078,613,,,HIPERMERCADOS,2017 ,Octubre
CALABACINES,96426,1.86252,193,542,,,HIPERMERCADOS,2017 ,Octubre
OTR.HORTALIZAS/VERD.,2.66155,6.70999,252,1299,,,HIPERMERCADOS,2017 ,Octubre
BROCOLI,44772,70027,156,232,,,HIPERMERCADOS,2017 ,Octubre
ALCACHOFAS,8008,15279,191,021,,,HIPERMERCADOS,2017 ,Octubre
VERD./HORT. IV GAMA,1.38252,5.10569,369,948,,,HIPERMERCADOS,2017 ,Octubre
