Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,11.14277,9.24100,083,1464,,,HIPERMERCADOS,2015 ,Febrero
PATATAS FRESCAS,6.09866,3.70474,061,715,,,HIPERMERCADOS,2015 ,Febrero
PATATAS CONGELADAS,51491,62055,121,173,,,HIPERMERCADOS,2015 ,Febrero
PATATAS PROCESADAS,90584,4.91571,543,935,,,HIPERMERCADOS,2015 ,Febrero
T.HORTALIZAS FRESCAS,15.42386,28.94585,188,2525,,,HIPERMERCADOS,2015 ,Febrero
TOMATES,2.82045,4.66601,165,1135,,,HIPERMERCADOS,2015 ,Febrero
CEBOLLAS,2.57670,2.47284,096,885,,,HIPERMERCADOS,2015 ,Febrero
AJOS,19083,90116,472,291,,,HIPERMERCADOS,2015 ,Febrero
COLES,62151,65141,105,216,,,HIPERMERCADOS,2015 ,Febrero
PEPINOS,37029,55818,151,251,,,HIPERMERCADOS,2015 ,Febrero
JUDIAS VERDES,29192,95599,327,23,,,HIPERMERCADOS,2015 ,Febrero
PIMIENTOS,1.37615,2.59417,189,905,,,HIPERMERCADOS,2015 ,Febrero
CHAMPIÑONES+O.SETAS,42862,1.58520,37,442,,,HIPERMERCADOS,2015 ,Febrero
LECHUGA/ESC./ENDIVIA,92342,2.96398,321,812,,,HIPERMERCADOS,2015 ,Febrero
ESPARRAGOS,7045,34289,487,07,,,HIPERMERCADOS,2015 ,Febrero
VERDURAS DE HOJA,21036,74579,355,233,,,HIPERMERCADOS,2015 ,Febrero
BERENJENAS,34558,62875,182,272,,,HIPERMERCADOS,2015 ,Febrero
ZANAHORIAS,1.24138,92525,075,637,,,HIPERMERCADOS,2015 ,Febrero
CALABACINES,83337,2.00227,24,481,,,HIPERMERCADOS,2015 ,Febrero
OTR.HORTALIZAS/VERD.,3.12281,6.95197,223,1401,,,HIPERMERCADOS,2015 ,Febrero
VERD./HORT. IV GAMA,91618,4.07599,445,824,,,HIPERMERCADOS,2015 ,Febrero
VERD./HORT. ECOLOGIC,32860,47615,145,135,,,HIPERMERCADOS,2015 ,Febrero
