Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,11.10298,10.11140,091,1494,,,HIPERMERCADOS,2017 ,Abril
PATATAS FRESCAS,6.47269,4.75424,073,816,,,HIPERMERCADOS,2017 ,Abril
PATATAS CONGELADAS,34980,49665,142,109,,,HIPERMERCADOS,2017 ,Abril
PATATAS PROCESADAS,85610,4.86051,568,948,,,HIPERMERCADOS,2017 ,Abril
T.HORTALIZAS FRESCAS,16.99186,33.53705,197,2642,,,HIPERMERCADOS,2017 ,Abril
TOMATES,3.60007,6.95270,193,1385,,,HIPERMERCADOS,2017 ,Abril
CEBOLLAS,2.33215,2.47463,106,904,,,HIPERMERCADOS,2017 ,Abril
AJOS,24755,1.17308,474,331,,,HIPERMERCADOS,2017 ,Abril
COLES,33697,39290,117,179,,,HIPERMERCADOS,2017 ,Abril
PEPINOS,47125,64913,138,332,,,HIPERMERCADOS,2017 ,Abril
JUDIAS VERDES,34383,1.15216,335,253,,,HIPERMERCADOS,2017 ,Abril
PIMIENTOS,1.32462,2.94955,223,867,,,HIPERMERCADOS,2017 ,Abril
CHAMPIÑONES+O.SETAS,47889,1.82435,381,426,,,HIPERMERCADOS,2017 ,Abril
LECHUGA/ESC./ENDIVIA,91311,3.67878,403,747,,,HIPERMERCADOS,2017 ,Abril
ESPARRAGOS,37438,1.12657,301,297,,,HIPERMERCADOS,2017 ,Abril
VERDURAS DE HOJA,23103,77950,337,282,,,HIPERMERCADOS,2017 ,Abril
BERENJENAS,32290,47734,148,279,,,HIPERMERCADOS,2017 ,Abril
ZANAHORIAS,1.23251,1.03644,084,706,,,HIPERMERCADOS,2017 ,Abril
CALABACINES,1.47188,1.57057,107,635,,,HIPERMERCADOS,2017 ,Abril
OTR.HORTALIZAS/VERD.,3.31072,7.29933,22,1329,,,HIPERMERCADOS,2017 ,Abril
BROCOLI,39362,58440,148,204,,,HIPERMERCADOS,2017 ,Abril
ALCACHOFAS,65459,79407,121,218,,,HIPERMERCADOS,2017 ,Abril
VERD./HORT. IV GAMA,1.32748,5.60457,422,922,,,HIPERMERCADOS,2017 ,Abril
