Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,13.28302,10.70523,081,1602,,,HIPERMERCADOS,2014 ,Febrero
PATATAS FRESCAS,8.29409,5.42532,065,867,,,HIPERMERCADOS,2014 ,Febrero
PATATAS CONGELADAS,45276,56384,125,138,,,HIPERMERCADOS,2014 ,Febrero
PATATAS PROCESADAS,90723,4.71607,52,998,,,HIPERMERCADOS,2014 ,Febrero
T.HORTALIZAS FRESCAS,17.87679,31.08908,174,2768,,,HIPERMERCADOS,2014 ,Febrero
TOMATES,3.10483,5.25354,169,1344,,,HIPERMERCADOS,2014 ,Febrero
CEBOLLAS,2.63268,2.61386,099,1018,,,HIPERMERCADOS,2014 ,Febrero
AJOS,19741,82908,42,282,,,HIPERMERCADOS,2014 ,Febrero
COLES,56718,60802,107,283,,,HIPERMERCADOS,2014 ,Febrero
PEPINOS,42091,66504,158,261,,,HIPERMERCADOS,2014 ,Febrero
JUDIAS VERDES,35232,1.03113,293,276,,,HIPERMERCADOS,2014 ,Febrero
PIMIENTOS,1.64605,3.02899,184,938,,,HIPERMERCADOS,2014 ,Febrero
CHAMPIÑONES+O.SETAS,48030,1.47078,306,406,,,HIPERMERCADOS,2014 ,Febrero
LECHUGA/ESC./ENDIVIA,93060,2.49810,268,676,,,HIPERMERCADOS,2014 ,Febrero
ESPARRAGOS,8227,28322,344,063,,,HIPERMERCADOS,2014 ,Febrero
VERDURAS DE HOJA,27891,80140,287,25,,,HIPERMERCADOS,2014 ,Febrero
BERENJENAS,39110,69264,177,269,,,HIPERMERCADOS,2014 ,Febrero
ZANAHORIAS,1.49483,1.14016,076,715,,,HIPERMERCADOS,2014 ,Febrero
CALABACINES,1.28919,1.76333,137,738,,,HIPERMERCADOS,2014 ,Febrero
OTR.HORTALIZAS/VERD.,4.00822,8.40981,21,1604,,,HIPERMERCADOS,2014 ,Febrero
VERD./HORT. IV GAMA,93427,3.72020,398,782,,,HIPERMERCADOS,2014 ,Febrero
VERD./HORT. ECOLOGIC,36630,58212,159,147,,,HIPERMERCADOS,2014 ,Febrero
