Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,11.36673,10.35617,091,1503,,,HIPERMERCADOS,2018 ,Marzo
PATATAS FRESCAS,6.40809,4.73290,074,758,,,HIPERMERCADOS,2018 ,Marzo
PATATAS CONGELADAS,38930,56314,145,149,,,HIPERMERCADOS,2018 ,Marzo
PATATAS PROCESADAS,91387,5.06013,554,941,,,HIPERMERCADOS,2018 ,Marzo
T.HORTALIZAS FRESCAS,16.49226,32.89959,199,2649,,,HIPERMERCADOS,2018 ,Marzo
TOMATES,3.00444,5.26673,175,1157,,,HIPERMERCADOS,2018 ,Marzo
CEBOLLAS,2.44680,2.66052,109,93,,,HIPERMERCADOS,2018 ,Marzo
AJOS,23150,1.05345,455,365,,,HIPERMERCADOS,2018 ,Marzo
COLES,45431,51115,113,18,,,HIPERMERCADOS,2018 ,Marzo
PEPINOS,43024,63258,147,289,,,HIPERMERCADOS,2018 ,Marzo
JUDIAS VERDES,28835,97651,339,215,,,HIPERMERCADOS,2018 ,Marzo
PIMIENTOS,1.54776,3.13402,202,843,,,HIPERMERCADOS,2018 ,Marzo
CHAMPIÑONES+O.SETAS,41828,1.85460,443,455,,,HIPERMERCADOS,2018 ,Marzo
LECHUGA/ESC./ENDIVIA,1.05053,3.57946,341,857,,,HIPERMERCADOS,2018 ,Marzo
ESPARRAGOS,14638,65065,444,144,,,HIPERMERCADOS,2018 ,Marzo
VERDURAS DE HOJA,30822,99830,324,309,,,HIPERMERCADOS,2018 ,Marzo
BERENJENAS,41192,59905,145,252,,,HIPERMERCADOS,2018 ,Marzo
ZANAHORIAS,1.37178,1.18701,087,711,,,HIPERMERCADOS,2018 ,Marzo
CALABACINES,1.25044,1.59021,127,648,,,HIPERMERCADOS,2018 ,Marzo
OTR.HORTALIZAS/VERD.,3.13130,8.20535,262,1368,,,HIPERMERCADOS,2018 ,Marzo
BROCOLI,40991,64336,157,237,,,HIPERMERCADOS,2018 ,Marzo
ALCACHOFAS,38814,71107,183,202,,,HIPERMERCADOS,2018 ,Marzo
VERD./HORT. IV GAMA,2.16674,7.31017,337,111,,,HIPERMERCADOS,2018 ,Marzo
