Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,11.07048,11.45833,104,1569,,,HIPERMERCADOS,2013 ,Agosto
PATATAS FRESCAS,6.07708,6.21284,102,838,,,HIPERMERCADOS,2013 ,Agosto
PATATAS CONGELADAS,44437,52743,119,135,,,HIPERMERCADOS,2013 ,Agosto
PATATAS PROCESADAS,90981,4.71805,519,1046,,,HIPERMERCADOS,2013 ,Agosto
T.HORTALIZAS FRESCAS,15.52707,25.49785,164,2532,,,HIPERMERCADOS,2013 ,Agosto
TOMATES,3.97193,5.43963,137,1373,,,HIPERMERCADOS,2013 ,Agosto
CEBOLLAS,2.17434,2.23434,103,963,,,HIPERMERCADOS,2013 ,Agosto
AJOS,15883,84056,529,28,,,HIPERMERCADOS,2013 ,Agosto
COLES,33705,36223,107,156,,,HIPERMERCADOS,2013 ,Agosto
PEPINOS,1.09940,1.15994,106,556,,,HIPERMERCADOS,2013 ,Agosto
JUDIAS VERDES,30114,77432,257,23,,,HIPERMERCADOS,2013 ,Agosto
PIMIENTOS,1.70170,2.83569,167,1096,,,HIPERMERCADOS,2013 ,Agosto
CHAMPIÑONES+O.SETAS,33272,1.25491,377,339,,,HIPERMERCADOS,2013 ,Agosto
LECHUGA/ESC./ENDIVIA,1.05284,2.71498,258,708,,,HIPERMERCADOS,2013 ,Agosto
ESPARRAGOS,2343,11082,473,026,,,HIPERMERCADOS,2013 ,Agosto
VERDURAS DE HOJA,11623,45047,388,145,,,HIPERMERCADOS,2013 ,Agosto
BERENJENAS,33812,39470,117,247,,,HIPERMERCADOS,2013 ,Agosto
ZANAHORIAS,1.11219,1.00094,09,611,,,HIPERMERCADOS,2013 ,Agosto
CALABACINES,1.02162,1.11720,109,481,,,HIPERMERCADOS,2013 ,Agosto
OTR.HORTALIZAS/VERD.,1.78553,4.80712,269,1096,,,HIPERMERCADOS,2013 ,Agosto
VERD./HORT. IV GAMA,85781,3.41775,398,732,,,HIPERMERCADOS,2013 ,Agosto
VERD./HORT. ECOLOGIC,57408,81217,141,189,,,HIPERMERCADOS,2013 ,Agosto
