Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,13.76601,12.52172,91,1693,,,HIPERMERCADOS,2013,Mayo
PATATAS FRESCAS,8.51413,7.04516,83,918,,,HIPERMERCADOS,2013,Mayo
PATATAS CONGELADAS,51554,58978,114,155,,,HIPERMERCADOS,2013,Mayo
PATATAS PROCESADAS,94727,4.88677,516,1022,,,HIPERMERCADOS,2013,Mayo
T.HORTALIZAS FRESCAS,19.02629,33.24531,175,2805,,,HIPERMERCADOS,2013,Mayo
TOMATES,4.40831,7.02254,159,1575,,,HIPERMERCADOS,2013,Mayo
CEBOLLAS,2.62328,2.66451,102,101,,,HIPERMERCADOS,2013,Mayo
AJOS,23496,1.11695,475,392,,,HIPERMERCADOS,2013,Mayo
COLES,38871,44629,115,189,,,HIPERMERCADOS,2013,Mayo
PEPINOS,80106,1.04829,131,449,,,HIPERMERCADOS,2013,Mayo
JUDIAS VERDES,43329,1.18925,274,295,,,HIPERMERCADOS,2013,Mayo
PIMIENTOS,2.01139,3.67218,183,1105,,,HIPERMERCADOS,2013,Mayo
CHAMPIÑONES+O.SETAS,57678,1.65753,287,444,,,HIPERMERCADOS,2013,Mayo
LECHUGA/ESC./ENDIVIA,1.21187,2.94622,243,793,,,HIPERMERCADOS,2013,Mayo
ESPARRAGOS,31379,85876,274,233,,,HIPERMERCADOS,2013,Mayo
VERDURAS DE HOJA,17400,49500,284,186,,,HIPERMERCADOS,2013,Mayo
BERENJENAS,48667,70152,144,342,,,HIPERMERCADOS,2013,Mayo
ZANAHORIAS,1.35162,1.15678,86,71,,,HIPERMERCADOS,2013,Mayo
CALABACINES,1.43177,1.70269,119,641,,,HIPERMERCADOS,2013,Mayo
OTR.HORTALIZAS/VERD.,2.57877,6.56681,255,1331,,,HIPERMERCADOS,2013,Mayo
VERD./HORT. IV GAMA,1.14152,3.86266,338,846,,,HIPERMERCADOS,2013,Mayo
VERD./HORT. ECOLOGIC,82050,1.4499,177,273,,,HIPERMERCADOS,2013,Mayo
