Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,10.79323,9.53446,088,1511,,,HIPERMERCADOS,2017 ,Septiembre
PATATAS FRESCAS,6.13698,4.23763,069,867,,,HIPERMERCADOS,2017 ,Septiembre
PATATAS CONGELADAS,32266,43943,136,119,,,HIPERMERCADOS,2017 ,Septiembre
PATATAS PROCESADAS,86672,4.85741,56,941,,,HIPERMERCADOS,2017 ,Septiembre
T.HORTALIZAS FRESCAS,15.61930,31.28857,2,2796,,,HIPERMERCADOS,2017 ,Septiembre
TOMATES,3.71206,6.16259,166,1348,,,HIPERMERCADOS,2017 ,Septiembre
CEBOLLAS,2.03935,2.28563,112,872,,,HIPERMERCADOS,2017 ,Septiembre
AJOS,17468,83091,476,284,,,HIPERMERCADOS,2017 ,Septiembre
COLES,31148,36517,117,162,,,HIPERMERCADOS,2017 ,Septiembre
PEPINOS,64503,80962,126,403,,,HIPERMERCADOS,2017 ,Septiembre
JUDIAS VERDES,43858,1.19156,272,229,,,HIPERMERCADOS,2017 ,Septiembre
PIMIENTOS,1.21125,2.30699,19,938,,,HIPERMERCADOS,2017 ,Septiembre
CHAMPIÑONES+O.SETAS,46664,1.87766,402,469,,,HIPERMERCADOS,2017 ,Septiembre
LECHUGA/ESC./ENDIVIA,91391,3.43750,376,816,,,HIPERMERCADOS,2017 ,Septiembre
ESPARRAGOS,16861,54123,321,105,,,HIPERMERCADOS,2017 ,Septiembre
VERDURAS DE HOJA,19541,87318,447,268,,,HIPERMERCADOS,2017 ,Septiembre
BERENJENAS,32255,56801,176,263,,,HIPERMERCADOS,2017 ,Septiembre
ZANAHORIAS,1.17963,98261,083,666,,,HIPERMERCADOS,2017 ,Septiembre
CALABACINES,1.25149,1.84753,148,574,,,HIPERMERCADOS,2017 ,Septiembre
OTR.HORTALIZAS/VERD.,2.58865,7.20838,278,1391,,,HIPERMERCADOS,2017 ,Septiembre
BROCOLI,44840,79179,177,271,,,HIPERMERCADOS,2017 ,Septiembre
ALCACHOFAS,2182,8340,382,018,,,HIPERMERCADOS,2017 ,Septiembre
VERD./HORT. IV GAMA,1.48848,6.11845,411,1122,,,HIPERMERCADOS,2017 ,Septiembre
