Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,13.88916,15.22400,11,1598,,,HIPERMERCADOS,2020 ,Mayo
PATATAS FRESCAS,8.37672,7.84735,094,92,,,HIPERMERCADOS,2020 ,Mayo
PATATAS CONGELADAS,44935,64384,143,147,,,HIPERMERCADOS,2020 ,Mayo
PATATAS PROCESADAS,1.01262,6.73281,665,995,,,HIPERMERCADOS,2020 ,Mayo
PATATAS FRITAS,86130,6.49247,754,959,,,HIPERMERCADOS,2020 ,Mayo
T.HORTALIZAS FRESCAS,23.10254,46.55877,202,2803,,,HIPERMERCADOS,2020 ,Mayo
TOMATES,5.31601,8.80514,166,1511,,,HIPERMERCADOS,2020 ,Mayo
CEBOLLAS,3.15205,4.29870,136,1126,,,HIPERMERCADOS,2020 ,Mayo
AJOS,31639,1.61942,512,473,,,HIPERMERCADOS,2020 ,Mayo
COLES,43268,53674,124,159,,,HIPERMERCADOS,2020 ,Mayo
PEPINOS,1.08042,1.32138,122,553,,,HIPERMERCADOS,2020 ,Mayo
JUDIAS VERDES,43519,1.49177,343,289,,,HIPERMERCADOS,2020 ,Mayo
PIMIENTOS,1.99296,4.81732,242,1068,,,HIPERMERCADOS,2020 ,Mayo
CHAMPIÑONES+O.SETAS,55832,2.44122,437,466,,,HIPERMERCADOS,2020 ,Mayo
LECHUGA/ESC./ENDIVIA,1.56590,5.05665,323,1105,,,HIPERMERCADOS,2020 ,Mayo
ESPARRAGOS,29620,1.18788,401,236,,,HIPERMERCADOS,2020 ,Mayo
VERDURAS DE HOJA,28149,1.05033,373,279,,,HIPERMERCADOS,2020 ,Mayo
BERENJENAS,82085,1.42666,174,392,,,HIPERMERCADOS,2020 ,Mayo
ZANAHORIAS,1.69228,1.45625,086,802,,,HIPERMERCADOS,2020 ,Mayo
CALABACINES,2.07898,2.64376,127,82,,,HIPERMERCADOS,2020 ,Mayo
OTR.HORTALIZAS/VERD.,3.08283,8.40555,273,1288,,,HIPERMERCADOS,2020 ,Mayo
BROCOLI,76351,1.27826,167,306,,,HIPERMERCADOS,2020 ,Mayo
ALCACHOFAS,28110,44920,16,122,,,HIPERMERCADOS,2020 ,Mayo
APIO,15109,27317,181,101,,,HIPERMERCADOS,2020 ,Mayo
COLIFLOR,6833,12835,188,034,,,HIPERMERCADOS,2020 ,Mayo
VERD./HORT. IV GAMA,1.98521,7.24525,365,1052,,,HIPERMERCADOS,2020 ,Mayo
PUERRO,30224,98113,325,292,,,HIPERMERCADOS,2020 ,Mayo
