Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,10.93930,11.13781,102,1491,,,HIPERMERCADOS,2020 ,Enero
PATATAS FRESCAS,6.57356,5.85783,089,861,,,HIPERMERCADOS,2020 ,Enero
PATATAS CONGELADAS,39487,60510,153,147,,,HIPERMERCADOS,2020 ,Enero
PATATAS PROCESADAS,79417,4.67489,589,849,,,HIPERMERCADOS,2020 ,Enero
PATATAS FRITAS,62820,4.43592,706,797,,,HIPERMERCADOS,2020 ,Enero
T.HORTALIZAS FRESCAS,17.35482,36.95411,213,2849,,,HIPERMERCADOS,2020 ,Enero
TOMATES,3.31049,6.31335,191,1209,,,HIPERMERCADOS,2020 ,Enero
CEBOLLAS,2.56118,3.29969,129,964,,,HIPERMERCADOS,2020 ,Enero
AJOS,23485,1.19998,511,382,,,HIPERMERCADOS,2020 ,Enero
COLES,47902,61893,129,205,,,HIPERMERCADOS,2020 ,Enero
PEPINOS,33397,52383,157,283,,,HIPERMERCADOS,2020 ,Enero
JUDIAS VERDES,37225,1.16219,312,289,,,HIPERMERCADOS,2020 ,Enero
PIMIENTOS,1.47644,3.00092,203,901,,,HIPERMERCADOS,2020 ,Enero
CHAMPIÑONES+O.SETAS,43612,1.83683,421,459,,,HIPERMERCADOS,2020 ,Enero
LECHUGA/ESC./ENDIVIA,1.13348,4.02376,355,977,,,HIPERMERCADOS,2020 ,Enero
ESPARRAGOS,12203,45042,369,076,,,HIPERMERCADOS,2020 ,Enero
VERDURAS DE HOJA,27980,96918,346,275,,,HIPERMERCADOS,2020 ,Enero
BERENJENAS,41359,82374,199,297,,,HIPERMERCADOS,2020 ,Enero
ZANAHORIAS,1.56826,1.35343,086,838,,,HIPERMERCADOS,2020 ,Enero
CALABACINES,1.37960,2.30052,167,701,,,HIPERMERCADOS,2020 ,Enero
OTR.HORTALIZAS/VERD.,3.25375,9.07734,279,137,,,HIPERMERCADOS,2020 ,Enero
BROCOLI,41568,98172,236,247,,,HIPERMERCADOS,2020 ,Enero
ALCACHOFAS,32065,85819,268,155,,,HIPERMERCADOS,2020 ,Enero
APIO,18058,24973,138,085,,,HIPERMERCADOS,2020 ,Enero
COLIFLOR,8291,17565,212,046,,,HIPERMERCADOS,2020 ,Enero
VERD./HORT. IV GAMA,2.25081,7.46816,332,1166,,,HIPERMERCADOS,2020 ,Enero
PUERRO,35277,1.00374,285,323,,,HIPERMERCADOS,2020 ,Enero
