Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,11.52375,9.68655,084,1473,,,HIPERMERCADOS,2014 ,Junio
PATATAS FRESCAS,6.50673,4.47483,069,779,,,HIPERMERCADOS,2014 ,Junio
PATATAS CONGELADAS,43010,52680,122,152,,,HIPERMERCADOS,2014 ,Junio
PATATAS PROCESADAS,91738,4.68492,511,937,,,HIPERMERCADOS,2014 ,Junio
T.HORTALIZAS FRESCAS,16.51389,26.31480,159,2637,,,HIPERMERCADOS,2014 ,Junio
TOMATES,4.53548,6.17035,136,1462,,,HIPERMERCADOS,2014 ,Junio
CEBOLLAS,2.22698,2.12369,095,9,,,HIPERMERCADOS,2014 ,Junio
AJOS,16874,78261,464,291,,,HIPERMERCADOS,2014 ,Junio
COLES,33183,37697,114,127,,,HIPERMERCADOS,2014 ,Junio
PEPINOS,83284,81035,097,557,,,HIPERMERCADOS,2014 ,Junio
JUDIAS VERDES,34497,90019,261,238,,,HIPERMERCADOS,2014 ,Junio
PIMIENTOS,1.73665,2.76889,159,112,,,HIPERMERCADOS,2014 ,Junio
CHAMPIÑONES+O.SETAS,29924,1.10588,37,34,,,HIPERMERCADOS,2014 ,Junio
LECHUGA/ESC./ENDIVIA,83273,2.14030,257,687,,,HIPERMERCADOS,2014 ,Junio
ESPARRAGOS,12416,37797,304,122,,,HIPERMERCADOS,2014 ,Junio
VERDURAS DE HOJA,19986,59085,296,163,,,HIPERMERCADOS,2014 ,Junio
BERENJENAS,41312,50433,122,286,,,HIPERMERCADOS,2014 ,Junio
ZANAHORIAS,1.23490,1.08808,088,679,,,HIPERMERCADOS,2014 ,Junio
CALABACINES,1.12224,1.12027,1,602,,,HIPERMERCADOS,2014 ,Junio
OTR.HORTALIZAS/VERD.,2.11016,5.45407,258,1243,,,HIPERMERCADOS,2014 ,Junio
VERD./HORT. IV GAMA,96652,3.85594,399,778,,,HIPERMERCADOS,2014 ,Junio
VERD./HORT. ECOLOGIC,36437,59241,163,166,,,HIPERMERCADOS,2014 ,Junio
