Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,14.05047,12.28989,087,1675,,,HIPERMERCADOS,2014 ,Marzo
PATATAS FRESCAS,8.30294,5.94452,072,901,,,HIPERMERCADOS,2014 ,Marzo
PATATAS CONGELADAS,53615,69277,129,17,,,HIPERMERCADOS,2014 ,Marzo
PATATAS PROCESADAS,1.04228,5.65260,542,1106,,,HIPERMERCADOS,2014 ,Marzo
T.HORTALIZAS FRESCAS,19.02074,33.18202,174,2839,,,HIPERMERCADOS,2014 ,Marzo
TOMATES,3.70766,6.28938,17,1475,,,HIPERMERCADOS,2014 ,Marzo
CEBOLLAS,2.70719,2.89689,107,1067,,,HIPERMERCADOS,2014 ,Marzo
AJOS,27032,1.20416,445,418,,,HIPERMERCADOS,2014 ,Marzo
COLES,47147,52870,112,212,,,HIPERMERCADOS,2014 ,Marzo
PEPINOS,56384,82630,147,399,,,HIPERMERCADOS,2014 ,Marzo
JUDIAS VERDES,46290,1.20236,26,297,,,HIPERMERCADOS,2014 ,Marzo
PIMIENTOS,1.79763,3.31587,184,106,,,HIPERMERCADOS,2014 ,Marzo
CHAMPIÑONES+O.SETAS,50724,1.65613,326,456,,,HIPERMERCADOS,2014 ,Marzo
LECHUGA/ESC./ENDIVIA,1.06413,2.66891,251,784,,,HIPERMERCADOS,2014 ,Marzo
ESPARRAGOS,21141,67826,321,165,,,HIPERMERCADOS,2014 ,Marzo
VERDURAS DE HOJA,26140,76452,292,241,,,HIPERMERCADOS,2014 ,Marzo
BERENJENAS,41889,63337,151,317,,,HIPERMERCADOS,2014 ,Marzo
ZANAHORIAS,1.55601,1.29914,083,733,,,HIPERMERCADOS,2014 ,Marzo
CALABACINES,1.65426,1.71107,103,686,,,HIPERMERCADOS,2014 ,Marzo
OTR.HORTALIZAS/VERD.,3.36638,7.50698,223,1503,,,HIPERMERCADOS,2014 ,Marzo
VERD./HORT. IV GAMA,1.11434,4.33130,389,879,,,HIPERMERCADOS,2014 ,Marzo
VERD./HORT. ECOLOGIC,53831,1.10284,205,222,,,HIPERMERCADOS,2014 ,Marzo
