Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,9.20542,8.10210,088,1319,,,HIPERMERCADOS,2018 ,Febrero
PATATAS FRESCAS,4.85559,3.42862,071,637,,,HIPERMERCADOS,2018 ,Febrero
PATATAS CONGELADAS,34747,46507,134,122,,,HIPERMERCADOS,2018 ,Febrero
PATATAS PROCESADAS,80047,4.20840,526,865,,,HIPERMERCADOS,2018 ,Febrero
T.HORTALIZAS FRESCAS,14.88469,29.22781,196,2524,,,HIPERMERCADOS,2018 ,Febrero
TOMATES,2.70151,4.56315,169,1121,,,HIPERMERCADOS,2018 ,Febrero
CEBOLLAS,2.15419,2.20061,102,843,,,HIPERMERCADOS,2018 ,Febrero
AJOS,19722,93395,474,312,,,HIPERMERCADOS,2018 ,Febrero
COLES,46997,52275,111,199,,,HIPERMERCADOS,2018 ,Febrero
PEPINOS,32152,51919,161,265,,,HIPERMERCADOS,2018 ,Febrero
JUDIAS VERDES,27007,1.00800,373,204,,,HIPERMERCADOS,2018 ,Febrero
PIMIENTOS,1.25723,2.56239,204,789,,,HIPERMERCADOS,2018 ,Febrero
CHAMPIÑONES+O.SETAS,46761,1.67893,359,431,,,HIPERMERCADOS,2018 ,Febrero
LECHUGA/ESC./ENDIVIA,75007,2.74158,366,672,,,HIPERMERCADOS,2018 ,Febrero
ESPARRAGOS,17066,47111,276,079,,,HIPERMERCADOS,2018 ,Febrero
VERDURAS DE HOJA,22137,83946,379,267,,,HIPERMERCADOS,2018 ,Febrero
BERENJENAS,32597,62323,191,262,,,HIPERMERCADOS,2018 ,Febrero
ZANAHORIAS,1.06341,90391,085,592,,,HIPERMERCADOS,2018 ,Febrero
CALABACINES,1.11069,1.64918,148,666,,,HIPERMERCADOS,2018 ,Febrero
OTR.HORTALIZAS/VERD.,3.40321,8.01037,235,1373,,,HIPERMERCADOS,2018 ,Febrero
BROCOLI,43520,75690,174,234,,,HIPERMERCADOS,2018 ,Febrero
ALCACHOFAS,38406,74975,195,184,,,HIPERMERCADOS,2018 ,Febrero
VERD./HORT. IV GAMA,1.89895,6.30252,332,968,,,HIPERMERCADOS,2018 ,Febrero
