Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,10.58647,10.60359,1,1485,,,HIPERMERCADOS,2019 ,Octubre
PATATAS FRESCAS,6.56597,5.88211,09,859,,,HIPERMERCADOS,2019 ,Octubre
PATATAS CONGELADAS,35286,46279,131,125,,,HIPERMERCADOS,2019 ,Octubre
PATATAS PROCESADAS,73353,4.25869,581,793,,,HIPERMERCADOS,2019 ,Octubre
PATATAS FRITAS,56317,3.97178,705,754,,,HIPERMERCADOS,2019 ,Octubre
T.HORTALIZAS FRESCAS,16.48688,33.35045,202,2694,,,HIPERMERCADOS,2019 ,Octubre
TOMATES,3.55897,6.35758,179,1295,,,HIPERMERCADOS,2019 ,Octubre
CEBOLLAS,2.12545,2.72291,128,834,,,HIPERMERCADOS,2019 ,Octubre
AJOS,19907,1.01138,508,305,,,HIPERMERCADOS,2019 ,Octubre
COLES,31012,35200,114,128,,,HIPERMERCADOS,2019 ,Octubre
PEPINOS,59161,73874,125,366,,,HIPERMERCADOS,2019 ,Octubre
JUDIAS VERDES,36512,1.44811,397,268,,,HIPERMERCADOS,2019 ,Octubre
PIMIENTOS,1.53305,2.58947,169,902,,,HIPERMERCADOS,2019 ,Octubre
CHAMPIÑONES+O.SETAS,41271,1.87477,454,406,,,HIPERMERCADOS,2019 ,Octubre
LECHUGA/ESC./ENDIVIA,1.08427,3.90800,36,951,,,HIPERMERCADOS,2019 ,Octubre
ESPARRAGOS,7432,52079,701,092,,,HIPERMERCADOS,2019 ,Octubre
VERDURAS DE HOJA,17302,63381,366,19,,,HIPERMERCADOS,2019 ,Octubre
BERENJENAS,63366,99250,157,381,,,HIPERMERCADOS,2019 ,Octubre
ZANAHORIAS,1.28858,1.10754,086,697,,,HIPERMERCADOS,2019 ,Octubre
CALABACINES,1.59657,1.90553,119,679,,,HIPERMERCADOS,2019 ,Octubre
OTR.HORTALIZAS/VERD.,2.54036,7.18732,283,1221,,,HIPERMERCADOS,2019 ,Octubre
BROCOLI,37825,77315,204,216,,,HIPERMERCADOS,2019 ,Octubre
ALCACHOFAS,698,1840,264,003,,,HIPERMERCADOS,2019 ,Octubre
APIO,16219,29347,181,101,,,HIPERMERCADOS,2019 ,Octubre
COLIFLOR,5469,14271,261,032,,,HIPERMERCADOS,2019 ,Octubre
VERD./HORT. IV GAMA,2.37046,6.76474,285,1103,,,HIPERMERCADOS,2019 ,Octubre
PUERRO,29189,90771,311,3,,,HIPERMERCADOS,2019 ,Octubre
