Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,13.05369,10.80775,083,1673,,,HIPERMERCADOS,2015 ,Abril
PATATAS FRESCAS,7.09710,4.37741,062,838,,,HIPERMERCADOS,2015 ,Abril
PATATAS CONGELADAS,51554,66527,129,164,,,HIPERMERCADOS,2015 ,Abril
PATATAS PROCESADAS,1.08821,5.76508,53,1134,,,HIPERMERCADOS,2015 ,Abril
T.HORTALIZAS FRESCAS,18.20060,33.74975,185,2806,,,HIPERMERCADOS,2015 ,Abril
TOMATES,3.90955,6.30517,161,1418,,,HIPERMERCADOS,2015 ,Abril
CEBOLLAS,2.83053,2.81754,1,1001,,,HIPERMERCADOS,2015 ,Abril
AJOS,26014,1.07675,414,334,,,HIPERMERCADOS,2015 ,Abril
COLES,43701,46337,106,192,,,HIPERMERCADOS,2015 ,Abril
PEPINOS,49232,72518,147,36,,,HIPERMERCADOS,2015 ,Abril
JUDIAS VERDES,38950,1.14926,295,264,,,HIPERMERCADOS,2015 ,Abril
PIMIENTOS,1.36436,3.02542,222,925,,,HIPERMERCADOS,2015 ,Abril
CHAMPIÑONES+O.SETAS,52122,1.73621,333,433,,,HIPERMERCADOS,2015 ,Abril
LECHUGA/ESC./ENDIVIA,1.27628,3.78286,296,993,,,HIPERMERCADOS,2015 ,Abril
ESPARRAGOS,40329,1.04848,26,269,,,HIPERMERCADOS,2015 ,Abril
VERDURAS DE HOJA,21537,87522,406,245,,,HIPERMERCADOS,2015 ,Abril
BERENJENAS,47518,66566,14,367,,,HIPERMERCADOS,2015 ,Abril
ZANAHORIAS,1.17625,95426,081,659,,,HIPERMERCADOS,2015 ,Abril
CALABACINES,1.45902,2.18614,15,691,,,HIPERMERCADOS,2015 ,Abril
OTR.HORTALIZAS/VERD.,2.99057,6.93822,232,1452,,,HIPERMERCADOS,2015 ,Abril
VERD./HORT. IV GAMA,1.10783,5.03416,454,96,,,HIPERMERCADOS,2015 ,Abril
